ID,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
10,US,24209213,R2UP6XSVYJBJ2H,976822105,731931430,Faith is a Verb,Books,5,0,0,0,0,Made me Question my Values!,"I thoroughly enjoyed reading Faith is a verb by Chris Goodrich. The book covers facts regarding the history of the organization Habitat for Humanity and the author's experiences volunteering. Goodrich writes about the places, the people, and the volunteers he has encountered during his five-year experience with Habitat for Humanity. The author speaks straight from the heart, some of which brought tears to my eyes, some of sadness, some of laughter. Even through all the heart-wrenching sights, Goodrich and his crew persevere, regardless of the obstacles they face. Goodrich's experiences include traveling around the world, from America to London from London to Paraguay even getting lost in the Sierra, Faith is a Verb, is a fantastic read. In addition, the book opens a person's eyes and heart to the devastation and suffering that many see everyday of their lives. The book puts into perspective just how lucky we are even though we may not think so; it made me not only look at my ethics and values but also encouraged me to pick up that hammer.",14/10/2005
11,US,52253037,R21SYDQ70ILUC0,1580085695,586052746,Furry Logic: A Guide to Life's Little Challenges,Books,5,1,1,0,1,The Perfect Gift,"If you are stumped for the perfect gift to bring to your dinner host, to give to your dinner guests, or for any other small gift occasion, Furry Logic is the answer.  Everyone loves this book.",14/10/2005
12,US,27925116,R7M06Z88PD7SX,29148510,72387289,Acts of War: Behavior of Men in Battle,Books,4,14,14,0,0,Solid Book About Facing Death and Killing in War,"Whether intentional or not, this book's audience is the former or current military member.  But if you have read and enjoyed works such as the first two volumes of \\""Roots of Strategy\\"", you should have no trouble following this book.    The author successfully shows that military personnel have mixed feelings about war.  Although he addresses behavior in the midst of battle, the author seems more interested in the views about war held by those outside war itself, i.e., those who had not yet experienced it and those who were looking backward in retrospect.  How those people felt in the midst of the madness is almost certainly different from how they anticipated or how they adjusted their feelings afterwards.  I think this \\""flavor\\"" derives from his personal-interview-and-historical-research approach.  I do not see this as a negative but rather staying within his scope of knowledge and expertise.    The review titled \\""Flawed work of a historian with no sociological credibility\\"" seems too harshly critical.  Perhaps this reviewer expected a highly technical, in-depth psychological approach.  As a note: page 58 cites S.L.A. Marshall as stating that only \\""some 15 per cent of American infantrymen fired.\\""  True, the subject of women in the military is barely broached.  However, in all fairness, the author never pretends to have extensive knowledge about how women react in battle and simply doesn't go there.  Perhaps that is a deficiency of character, but not of the book.  I get the feeling that this review didn't find what he wanted and then \\""skimmed\\"" the book without thinking into what was being presented.      Although now much more interested in peace studies, I enjoyed reading this book.  I found a number of passages that shed light on where I have been and where I seek to go.  I don't see this as a pro-military book although at times it may seem so.  I characterize it as an honest endeavor to address and understand some of the difficult questions that most of us have concerning death and killing in war-time.",14/10/2005
13,US,15005044,RRS38KZ4WB5O2,1592285570,702385650,"Temple to the Wind: The Story of America's Greatest Naval Architect and His Masterpiece, Reliance",Books,5,1,1,0,0,A riveting account of the Reliance story,"Temple to the wind is a riveting account of the Reliance story. I would also put it right up there with Seabiscuit and In the Heart of the Sea. The book is expertly written and extremely well researched. I found the biographical material about Herreshoff, Barr and Lipton very interesting. I especially enjoyed the fast paced play by play action of the races between Reliance and Shamrock III. I highly recommend Temple to the Wind.",14/10/2005
14,US,52534781,R2YDYRSLGNHPHR,811848833,102333549,The Star Wars Poster Book,Books,4,16,19,0,1,Comprehensive visual reference guide but incomplete.,"At last... a comprehensive visual compendium of the most celebrated artistic promotional film marketing campaign worldwide... almost.  You would think that the opulent Mr. Sansweet would have in his possession every single poster to have ever rolled off the printing press for this unprecedented franchise but several of my favorite foreign one-sheets, daybills, banners and bus stop posters are notably missing.  Does this mean that Mr. Sansweet has not aquired all of them in his envious collection of Star Wars memorabilia?  Not likely.  Chances are he has every single one of them... locked away somewhere within the bowels of his coveted archives.  Most notably absent is the lack of reference material specifically promoting Revenge of the Sith and would seem to indicate that this book was completed and ready to be published just prior to the film's theatrical exhibition, but there is a plethora of wonderful international promotional material such as the six character U.K. bus stop posters that are much more visually exciting than the disappointing U.S. domestic ad campaign that demands to be published.  This can only mean that another volume must be sure to follow.  Still, there are enough international poster variations out there to keep collectors like myself and presumably Mr. Sansweet himself scouring the farthest reaches of the globe and the galaxy for years to come.",14/10/2005
15,US,26217071,R1BMPM18O6VZOR,782144276,971452783,Photoshop for Nature Photographers: A Workshop in a Book,Books,4,13,14,0,0,Great Book,"I find \\""Photoshop  for Nature Photographers : A Workshop in a Book\\"" to be a great book to add to your PhotoShop library.  It adds some great insight by several of the world's best known nature photographers.  Any book that has instructional information from John Shaw, Arthur Morris, Charles Glatzer, and Joe McDonald is well worth the investment. <br /> <br />One of the most difficult aspects of PhotoShop for me has been the effective use of curves.  Tim and Ellen do a much better job at helping with this complex matter than any other book I have read. <br /> <br />The effective utilization of PhotoShop requires as much of an artistic approach as it does as workflow approach.  Tim and Ellen do a very good job of fully developing a great workflow while introducing their own artistic approach. <br /> <br />No one book can every include all the aspects of PhotoShop that you will every need.  However, \\""Photoshop for Nature Photographers : A Workshop in a Book\\"" does a great job of specilizing for nature photographers.  As with any workshop, it does require the student to do some work to get the most out of the class. <br /> <br />I recommend this book to any nature photographer who would like to improve their utilization and knowledge of PhotoShop. <br />",14/10/2005
16,US,37684582,R1AABFZH0J0C0C,375757996,760991156,The Basic Works of Aristotle (Modern Library Classics),Books,3,17,35,0,0,Problems with this edition,"I love Aristotle and this is a good collection, but my book fell apart!  I had a course that used just this book, and despite the fact that we all took good care of our copies, nearly all of our books tore in half or lost pages.  Some actually had to make a new book out of it!",14/10/2005
17,US,45232107,R3SJYLG07EHNE9,013146308X,332774292,The Pterosaurs: From Deep Time,Books,2,16,34,0,0,Warmed over leftovers,"To his discredit, Dr. Unwin virtually brags in the introductory chapter that nearly all of the questions and arguments that have mystified pterosaurs since their discovery have been answered in recent years,  but when it comes time to reveal those answers, Unwin typically sidesteps. Origins? Still not sure. Family tree? With over a hundred genera to choose from,  and many recently discovered, Unwin falls back on a favorite few and places them on an antique tree, not a modern cladogram. While Unwin's writing style is refreshing and easy to read (every chapter opens with short fiction), and his photos are first rate, the line work is rarely original and never detailed. Almost nothing is shown from the neck down. Only skulls are presented. Most, if not all, of the drawings  are recognizable from other sources. So, a disappointed reader here.",14/10/2005
18,US,15437121,R2TIO43ND87XVO,375701907,635714194,Straight Man: A Novel,Books,5,1,1,0,0,Funniest Book,"Hands down, the funniest book I've ever read.  It's touching, frustrating, and poignant.  I even related to this character, and I'm a 35 year-old woman.    <br /> <br />Read it, you won't regret it! <br /> <br />",14/10/2005
19,US,52157117,R18TY4WD19OUAO,141378240X,656010659,Lipstick's Legacy,Books,5,1,1,0,0,Great Work,"I read this book over a couple of days.  It was hard to put down.  The things I liked best about this book were very interesting characters that made you think hard about them, a plot filled with suspense to the end, multiple subplots that merged well together, and a lean writing style that let me focus mostly on the characters and the provocative web I found them in.  This is a very thougthfully crafted story. I think most anyone would enjoy this novel.  Highly recommended.",14/10/2005
20,US,50732546,R17026W0TBFZGL,045121692X,904844135,"The Last Heiress (Friarsgate Inheritance, Book 4)",Books,5,1,2,0,0,superb historical romance,"During the reign of Henry VIII, at fourteen Elizabeth Meredith inherited Friarsgate when her mother and older middle sister married and moved onto their respective spouses' estate and her oldest sibling and her husband chose the king's court.  Eight years later she remains independent running her estate until her mother informs her she must marry so that an heir can inherit Friarsgate.<br /><br />Her beloved sixty years old Uncle Thomas agrees to escort the feisty landowner to court.  However, before they leave for London, Baen MacColl comes from Scotland at the behest of his father to discus a sheep deal.  As the two die in the wool anti-marital soul mates fall in love, Elizabeth chaperoned by her uncle travels to the king's court.  There she befriends the beleaguered queen while Henry VIII begins his campaign to replace his wife Katherine with Anne.<br /><br />The key to this battle between two independent obstinate loving combatants is the background that incorporates Henry's antics as he sets in motion his plan to remove Katherine of Aragon as queen and replace her with Anne Boleyn.  Bertrice Small cleverly uses the monumental sixteenth century events to tell her story of love yet in some ways the shadow overwhelms the lead characters.  Fans of historical romance with strong doses of both will enjoy the latest Meredith tale (see UNTIL YOU AND PHILIPPA).<br /><br />Harriet Klausner",14/10/2005
21,US,15865974,R3CFYTUA9JI8B5,814470734,867819017,How to Make It Big as a Consultant,Books,5,5,6,0,0,Practicum At Its Best,"Due to deregulation, a national company holding a monopoly in the transportation industry requested my consulting services to prepare for this upcoming change. Using Dr. Cohen's book as my reference and bench-mark, I could easily follow and prepare a solid consulting proposal, and when accepted, to work it out and present it successfully. I strongly recommend this book to consulting novices and veterans alike.",14/10/2005
22,US,13503149,R3MD5TZJGIPTDU,1585424307,915155182,Millionaire Republican: Why Rich Republicans Get Rich--and How You Can Too!,Books,5,21,31,0,0,WHY NOT PRACTICE FREE ENTERPRISE?,"This book isn't merely a primer for capitalist thinking, it is a Bible for free enterprise.  Everyone on the planet should read MILLIONAIRE REPUBLICAN, then utilize the implements provided.  The result would be a peaceful, hard-working universe. <br /> <br />I look forward to the day Mr. Root becomes a novelist and weaves his philosophy through the prism of fiction.  MOVE OVER, AYN RAND.",14/10/2005
23,US,51917717,R37OAEJ59YZR20,385324162,390234841,A Breath of Snow and Ashes (Outlander),Books,4,6,12,0,0,Redeems the series,"The Outlander series are my favorite books of all time, period.  But after reading the Fiery Cross, I was a bit let down, as many people were, and afraid that the rest of the series would just continue to go downhill.  So when A Breath of Snow and Ashes came out, I was so glad to see that it was getting good reviews.  I finally got to read it this week and was not disappointed in the least. <br />All the characters we know and love are back, and Brianna seems to have finally grow up.  She has been my least favorite character since the second book, but this time around she was actually likeable (for the most part).  At certain points this book became so intense that I actually had to put it down and take a break for awhile, but not all readers will have this experience, only ones that are practically obsessed with this series (and who's friends have to remind them, \\""Jamie is NOT a real person!).    <br />So basically, if you have read the previous books, just read this one. Please.  You won't regret it.  The only reason I didn't give this one five stars is that I think nothing can top Outlander and Dragonfly in Amber.  If I could give this 4.5, I would. <br /> <br />One thing I have wondered about - if Claire dies back in the 1700's, then she'll be born again in 1918, go back in time in 1946, die in the 1700's, be born in 1918, and just keep repeating this forever.  For all she knows this could be her tenth time doing this.  I haven't seen this matter dealt with in the books.  Did I just miss it or something?",14/10/2005
24,US,12070100,R1BE1JTJ1SPN4T,471485853,97135969,Lincoln's Other White House: The Untold Story of the Man and His Presidency,Books,5,11,12,0,0,New Light on an Old Subject,"It must be difficult-given the plethora of books on Lincoln-to shed new light on an old subject.  However, Elizabeth Brownstein does. Through careful and thorough research, Ms. Brownstein addresses issues hitherto unexplored. Lincoln's summer home...provides a suitable setting to describe Lincoln's activities outside the White House.  One learns, for instance, that the first draft of the Emancipation Proclamation was completed here. One also learns that, far from being a retreat from the hustle and bustle of Pennsylvania Avenue, the home facilitated Lincoln's open-mindedness about receiving virtual strangers at virtually any hour of the day or night and resulted in serious sleep deprivation.  <br /> <br />However, it was in the other topics addressed in the book that Lincoln's character is at its most illuminating. His fascination with weaponry, his patience in his dealings with his wife, and his ability to establish collegial relationship with people of vastly differing temperaments are all thoughtfully explored...The characters highlighted are dispassionately analyzed in such a way as to enable the reader to be part of the scene at all times.  For instance, Lincoln's wife, so often pilloried...is given a fair hearing and is properly depicted as a courageous soul confronted by agonizing choices and exaggerated expectations of the First Lady's performance as a suitable consort of the most admired President in American History...Mrs. Brownstein provides a valuable service for readers interested in the less dramatic, but no less insightful, clues about Lincoln the President, confronted, as he was, by the unprecedented challenges associated with his era. <br />",14/10/2005
25,US,14808839,R3RH7EP0VMG095,1558746250,897596193,"""Let's Face it, Men are @$#%"": What Women Can Do About It",Books,5,10,12,0,0,Been there,"This book was right on and what i had been looking for to help me understand the men in my life whether the men i date or family memembers. My guy is a \\""Fence Sitter\\"", i always new it wasn't me. He's exactly what it says in the book. Thanks to the authors i will use their book as a guide to men. I hope they write more books like this.",14/10/2005
26,US,30675785,R3JQFH2A5096B8,375826688,342317933,Eragon (Inheritance),Books,4,1,2,0,0,A great book to read with my boys.,"I enjoyed reading Eragon. Now I am reading it to my 3 boys. I was constantly amazed that it was written by someone who was so young. I was captivated by each page and I could not wait to find out what happened next.  My boys love sword fighting, dragons, magic and heros and they love Eragon.  We are looking forward to the next book.<br /><br />  Larna",14/10/2005
27,US,31863302,RSFDBFM646ETS,373484372,521584074,Wings in the Night: Twilight Phantasies / Twilight Memories / Twilight Illusions,Books,5,0,0,0,0,First-class reading you will hate to put down,I was spellbound from the first page; Maggie Shayne has proven her talent again in this novel. I love the vampire stories and hope Maggie will keep on writing them.,14/10/2005
28,US,12068874,R22MM3P26RO3JB,60727799,537573166,Great Adaptations: Making Older Buildings into Dynamic Homes for Today,Books,5,1,3,0,0,Stunning,"\\""Informative and entertaining.\\"" --\\""Home\\"" <br /> <br />\\""It inspires.  As you turn the pages, you can see that nothing is impossible.\\"" <br />--\\""House Beautiful\\""",14/10/2005
29,US,12073911,R1KPOIT5WT3NEF,60839880,66383248,The Case for Hillary Clinton,Books,1,13,29,0,0,hurts to read,"I swear, you've never seen so much manuevering in your life. Page after page, Estrich covers Hillary's butt in increasingly implausible ways. It all gets to a point where one only laughs at the lengths to which some people will go to elect this woman. The Case FOR Hillary Clinton? There isn't one.",14/10/2005
30,US,53043498,RYRTISCRC7DRV,971525331,441111946,Escape Adulthood: 8 Secrets from Childhood for the Stressed-Out Grown-Up,Books,5,0,0,0,0,Wonderful book!,"Genuinely witty and fun.  I really liked the incorporation of the cartoon and quotations into the book, this made it more interesting and gave a better perspective on the chapters.  An uplifting read from beginning to end.",14/10/2005
31,US,12360098,R10F27Y6VE2YLQ,374281580,481407616,I Am Charlotte Simmons: A Novel,Books,4,12,14,0,0,Disturbingly Accurate,"For me, Wolfe's detailing of both the academic and social spheres at Dupont rang true.  As a student at a university driven by both scholarly research and the party scene, I can picture many of the novel's more dramatic scenes.  Some, like the Saint Ray party toward the beginning or the intimidating neuroscience lecture hall, I felt as if i were remembering rather than reading.   <br /> <br />No, there is no university quite like Dupont, succeeding in academics and sports at the highest levels.  If he had not given the school these characteristics, however, Wolfe might have put himself at a disadvantage:  There would be less of a chance for a reader to identify with the university, the characters, the scenes, and his commentary would have been limited to fewer aspects of today's campuses.  A novel about an UNDERachieving university might be interesting as well, but I think the scope of I Am Charlotte Simmons, and Dupont in particular, was well suited to Wolfe's acute powers of observation.",14/10/2005
32,US,41549714,R2W8C8DO33WTMP,312853165,929229596,"The Demon Princes, Vol. 2: The Face * The Book of Dreams",Books,4,6,7,0,0,Fourth and Fifth Books of the Demon Princes Series,"\\""The Face\\"", the first book in this volume, is probably the best of the five Demon Princes novels.  The reasons are manifest.  Villainous Lens Larque provides some of the best challenges and intimidation for our hero, Kirth Gersen.  There's the usual helping of exquisite writing and fine descriptions; the menu items during Gersen's restraunt visits are particularly noteworthy.  Most importantly, \\""The Face\\"" is the most morally challenging novel in the series.  It presents, to some extent, the best argument for Gersen abandoning his single-minded hunt for revenge in his abortive attempts at romance with two characters.  Lastly, \\""The Face\\"" has a killer ending, laugh-out-loud serious if there ever was such a thing. <br /> <br />Another notable element is the planet Dar Sai and its inhabitants, the Darsh.  Dar Sai is odd even by Vance standards.  Giant umbrellas of water protect folks from searing daytime heat, the women grow mustaches, food is prized for its repulsiveness and gender wars are taken to a whole new level.  Vance scores particular points by showing us the spoiled tourists who visit solely to mock the backwards Darsh.  An just dessert is served for them at the end, of course. <br /> <br />The last novel in the series, \\""The Book of Dreams\\"", is competent but less biting than \\""The Face\\"".  The new villain, Howard Alan Treesong, is less impressively hateable than Lens Larque or Viole Falshune from \\""The Palace of Love\\"".  \\""The Book of Dreams\\"" contains vignettes set on numerous planets, none of them particuarly brilliant.  The best parts of this novel are the introductory segments to each chapter.  Short paragraphs cover a wide range of ground, from the hilarious philosophical basis of the Institute to the stunning character introductions for Treesong's various Paladins.",14/10/2005
33,US,49355567,RX6OWUF8EFZ72,60820810,774905491,The Stranger House,Books,5,27,28,0,0,PART ENGLISH HISTORY...PART ENGLISH MYSTERY...,"This is a marvelous and beautifully realized work of fiction. As someone who enjoys mysteries, as well as historical fiction and gothic novels of suspense, I was quite taken with this book. Intricately plotted, the book is clever in its premise. Two disparate human beings, a highly independent, red-headed slip of a woman, Samantha Flood, Australian by birth, and a serious, fervently religious Spaniard, Miguel Madero, who is half-English, find themselves thrust together, as each explores the tiny, remote Cumbrian village of Illthwaite in England, looking for answers to their individual quests.  Both are in Illthwaite to get information relative to that which each is seeking. Both are staying in the local inn, called The Stranger House.<br /><br />Samantha is a brilliant but brash mathematician in her early twenties. Fondly known as Sam to her friends, she is interested in tracing her familial roots. She has recently discovered that her paternal grandmother was from this part of the world,  having been a part of a huge number of children migrants that had been unceremoniously shipped from England to other parts of its Empire, including Australia. Samantha is interested in finding out more about her paternal grandmother and the mystery surrounding her.<br /><br />Miguel, or Mig, as he is known to his family and friends, is the scion of a well-known house of vintners in Spain and is in his late twenties. He is a former seminarian who has suffered from manifestations of what he believes to be stigmata. He also, on occasion, sees ghostly manifestations or visions. Recovering from a serious alpine accident that nearly killed him, he is now in Illthwaite ostensibly to do research  for his thesis on the experience of English Catholics during the Reformation. He is, however, actually in Illthwaite to find out more about an ancestor of his who mysteriously disappeared there centuries ago during the reign of Queen Elizabeth I.<br /><br />In Illthwaite, Both Sam and Mig find themselves up against obstacles placed in their way. It seems that its residents are not totally forthcoming or are reluctant to part with information relative to their respective quests. What they each individually discover is that things are not always as they seem in Illthwaite.  Moreover, their divergent interests are more intertwined than they could ever have imagined. They will discover that they have more in common than they realized, having come full circle in a cosmic design not of their making.<br /><br />This book has well-drawn characters that come alive under the author's expert hand. The plot is unusual, as well as complex, containing many layers that the discerning reader will enjoy exploring. Well-written, as well as intricately plotted, this book crosses a number of genres. With its supernatural portents, historical underpinnings, underlying mystery, as well as its gothic type  suspense and sensibilities, infused with just a dollop of  romance, this book will appeal to those readers who favor these genres. In particular, I found the parts of the book that transcended into historical fiction to be the most compelling. This is not a book for everyone, but to  those for whom its themes have inherent appeal, it is a book to be relished.mselves up against obstacles placed in their way. It seems that its residents are not totally forthcoming or are reluctant to part with information relative to their respective quests. What they each individually discover is that things are not always as they seem in Illthwaite.  Moreover, their divergent interests are more intertwined than they could ever have imagined. They will discover that they have more in common than they realized, having come full circle in a cosmic design not of their making.<br /><br />This book has well-drawn characters that come alive under the author's expert hand. The plot is unusual, as well as complex, containing many layers that the discerning reader will enjoy exploring. Well-written, as well as intricately plotted, this book crosses a number of genres. With its supernatural portents, historical underpinnings, underlying mystery, as well as its gothic type  suspense and sensibilities, infused with just a dollop of  romance, this book will appeal to those readers who favor these genres. In particular, I found the parts of the book that transcended into historical fiction to be the most compelling. This is not a book for everyone, but to  those for whom its themes have inherent appeal, it is a book to be relished.",14/10/2005
34,US,25947084,RC48H2YC6599S,60513926,266734975,Rebels of Babylon: A Novel (Abel Jones Mysteries),Books,5,2,2,0,1,Another victory for Owen Parry!,"This is a marvelous read, and those already familiar with the Abel Jones series will not be disappointed.  Again, I am amazed and appreciative of the amount of research that Mr. Parry puts into his novels, and this book is a prime example.  It is a wonderful story that not only entertains, but also enlightens about one of the most important eras in our history, and, one of the most important cities and cultures (New Orleans) in our country.  I couldn't put it down and read it all in one sitting.  Thank again to the author, and I look forward to reading about how the venerable Abel Jones will come to grips with his latest personal struggle regarding family over duty!",14/10/2005
35,US,16234962,R2R85IQZ0KZTIS,60875410,122518901,The FairTax Book,Books,5,11,12,0,0,Great book,This is a very important book.  We need to change the current tax system and this book will answer all your questions.,14/10/2005
36,US,12066099,RWVBCDA9HHJ1T,1595409475,616483213,Island,Books,5,0,0,0,0,Celebration,"Island a Memoir by Elaine Pace is written from the heart.  A wonderful sharing of a personal journey to a different way of life, in a different place, celebrating different activities. <br />   The descriptions of the Vineyard takes the reader to a special place deep in their memory, yet it is a warm and delightful experience.",14/10/2005
37,US,12071429,R3ESK8G6ZMOUDE,1933570598,386130908,Creative Tax Planner: A Guide for Artists and Musicians,Books,5,1,1,0,0,Creative Tax Planner,"Mark and Alissa's Creative Tax Planner takes the fear out of finances for the creative person. Before I used their book I was a just an amature photographer, but I now I am a confident professional because I know how to handle my money. There is a slot for every type of artistic or business expense so I know what I need to hang on to for tax time.  <br />This book can makes me money and gives me the peace of mind to be able to run a photography business and know that I won't have a big nasty surprise come April 15th.",14/10/2005
38,US,52818300,R3R7CC66HXAE5J,316159727,155551008,Yiddish with Dick and Jane,Books,5,4,4,0,0,brings back memories,"The premise of the book is hilarious: Dick and Jane, all grown up and still living in suburbia. But this isn't the suburbia of Ward and June Cleaver. It's the suburbia of \\""Desperate Housewives\\"" with a Yiddish twist.<br /><br />It made me nostalgic for my years living in Miami Beach. Oy ve, where did the years go? Even the goyim who didn't grow up hearing Yiddish will love this book.",14/10/2005
39,US,52653080,RPHXM5POQQ4M7,1405001380,764568731,"Brass Man (Ian Cormac, Book 3)",Books,5,16,17,0,0,An amazing sequel!,"If you were stunned by \\""Gridlinked,\\"" and left awe-struck by \\""The Line of Polity,\\"" then I guarantee you won't be disappointed with \\""Brass Man.\\"" Picking up almost immediately after the end of Line, it continues the saga of ECS agent Ian Cormac, and weaves narratives for many characters introduced in the previous two novels - plus several fascinating new ones - into an extremely satisfying whole. Best of all, it brings back one of the most unique and enigmatic of all of Asher's creations - the flawed yet noble Golem Twenty-Five, Mr. Crane.",14/10/2005
