ID,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
14,US,41238422,R1KH9XCK6GYT26,B008Y9M412,874223919,Etude House Fresh Cherry Tint # 02 RD301,Beauty,5,0,0,0,1,Five Stars,The tint is awesome but seller don't even send one sample.,31/08/2015
15,US,23620123,R3I4BQ6654MQNA,B00FWXBLHG,464001209,Vintage Lil' Sponge Holder,Beauty,5,1,1,0,1,"Great product, fast delivery",I'm in love with this! It's so unique and fits with my decor beautifully.  Couldn't ask for a better seller.  Received product before date promised.,31/08/2015
16,US,25564245,R3LUPG356F1D40,B003KL8CB0,328680790,Jenna Jameson Heartbreaker Perfume parent,Beauty,5,3,3,0,0,Does not smell cheap!,"I was given this product in exchange for a review. All I can say is wow!!!! I love perfume, and this is a great scent! The notes are a little heavy but i really like it overall. I get headaches easily, but this doesnt seem to do that with me. Does not smell cheap!!! It is a wonderful fragrance for not a lot of money! I love it, you should give it a try!",31/08/2015
17,US,801375,R3HNVRTHL9S2ZB,B006R2LNV0,620737389,Korean Cosmetics_Isa Knox X2D2 Original Hydra Serum_50ml,Beauty,5,0,0,0,0,Five Stars,Magical everybody noticed a skin change right away,31/08/2015
18,US,9478730,R5HKL5RD4IUT8,B00SMIIR0W,351973146,Schick Hydro Silk TrimStyle Moisturizing Razor,Beauty,5,0,0,0,1,Love this Razor/Trimmer,"Works fantastic! The razor leaves my legs really smooth unlike most disposable razors I've used. The razor runs acrossed your skin so smoothly you don't feel like its doing anything. The trimmer is a trimmer it trims, not meant for down to the skin shave but it gets close enough so you can just run the razor through and boom smooth!",31/08/2015
19,US,18418407,R37Z8NBTHPR853,B003UKKH6O,10034795,Oral-B Vitality Prowhite Rechargeable Electric Toothbrush 1 Count,Beauty,5,0,0,0,1,Five Stars,excellent battery tooth brush,31/08/2015
20,US,42644737,RD8F1K5G9W1VX,B00PATJU8Y,379370722,TRESemmÃ© PERFECTLY (UN)DONE Hair Spray 7.7 oz,Beauty,3,0,0,1,0,"Works Okay As A Styling Aid, But Doesn't Give My Straight Hair A Fun Beachy Look","This Tresemme product is for creating beachy looking hair whether you have curly or straight hair. But I have such straight hair without any real body so the beachy look just isn't a good look for me, unlike in my younger years when I loosely permed my hair and my hair would look great at the beach even after swimming in the ocean half the day. I tried twisting my hair and styling per the instructions for straight hair, and it just didn't look good at all. My hair ended up looking stringy, sloppy and unstyled. To be fair, I don't think any spray on product could give me that awesome beachy look due to my straight hair type.<br /><br />If I spray this Tresemme on my damp hair and blow dry as usual with a round brush, it does adds a little lift, volume and texture to my straight hair. But it's just one more product to add to the routine as it doesn't substitute for my hair gel or any other product, and I still need to finish with my Zero Weight Gel for shaping, hair separation and taming flyaway hairs. This Tresemme may work great for curly or wavy hair, but for my straight hair it doesn't create an attractive beachy look. While it does work okay as a styling aid, it's just one more product to add to my routine that I can live without. It's just okay.",31/08/2015
21,US,4224840,R3N2C08ZJJ6SY1,B00HDZGF4K,371977855,"Joy & Karma Topical Vitamin C Anti Aging Serum for Face with Hyaluronic Acid, 1 fl oz",Beauty,5,0,0,0,0,5 stars!,My skin feels so soft and smooth since using this!,31/08/2015
22,US,49631440,R1NV38DF3KQG9R,B004QM0OJ0,296319484,TheraBreath Dry Mouth Lozenges,Beauty,4,0,0,0,1,Even my Dentist didn't know!,"If you have dry mouth, these lozenges will solve your problem during the night. But don't take anyone's opinion, including mine, just invest in one box and find out the truth for yourself.",31/08/2015
23,US,15548310,RCP1Z3UBYTWTZ,B000NL0T1G,585793391,"Merkur Futur MK 23C Long-Handled Traditional Double Edge Safety Razor - Excellent Comfort, Control, and Design - 4.2 Inches, Chrome Finish",Beauty,5,0,0,0,1,Great shave.,Ditch the plastic. Great shave.,31/08/2015
24,US,1778076,R2MNWYYJQ3NOYA,B004VM9JCS,22707685,"Burt's Bees Eye Cream for Sensitive Skin, 0.5 Ounces",Beauty,5,0,0,0,1,Great sensitive eye cream!,This is a perfect lightweight eye cream and it's sensitive as well which is an extra bonus because we all know how sensitive the eye area can be! I am going to continue using this eye cream!,31/08/2015
25,US,4028997,R26I0TOLTRCJNF,B004OHQR1Q,709054453,"Dotting 5 X 2 Way Marbleizing Dotting Pen Set for Nail Art Manicure Pedicure, 4 Ounce",Beauty,5,0,0,0,1,Fun Item,Love the different tip sizes,31/08/2015
26,US,41137196,R1O5HZBOVLX8CY,B006MWL2ZM,57378789,Goddess Remi Human Hair Weave Bump - Trio 2 4 6,Beauty,2,0,0,0,1,Two Stars,This was not what I expected.,31/08/2015
27,US,1778076,R3C6ALUXJ3M0E0,B00EMJMEFY,343124386,6packs Eyelashes - 747S by Christina,Beauty,5,0,0,0,1,Great Lashes!,Great bargain! I love these lashes! Another great dupe for the Red Cherry Lashes!,31/08/2015
28,US,22904338,R1MASIM5NHR9G4,B00DSYFYRE,858538418,Dr Song Benzoyl Peroxide 10% Acne Cream Gel Treatment Lotion up to 8oz,Beauty,5,0,2,0,0,Great product at a great value,Great product at a great value! I have gone through my first bottle of this and it has been the best benzoyl peroxide product I have ever used. Having the pump bottle is a nice feature.,31/08/2015
29,US,15848105,R2P08VELITQHHG,B00NL2AOPU,216929872,Philips Sonicare Powerup Battery Toothbrush,Beauty,5,0,0,0,0,I use to get another one of the Sonicare brushes ...,I use to get another one of the Sonicare brushes but that model would die 3 months in. I found this and this brush is cheaper than the one I was using before. This one works just as well and I haven't had it die on me in the many months I've had it. Very well worth the money.,31/08/2015
30,US,106879,R2ZFYF38D5Y9YS,B004J2P6D6,496393111,E.L.F Powder Puffs,Beauty,4,0,0,0,1,They're okay...,"These powder puffs are pretty much okay, I just wish they were fluffier and bigger.",31/08/2015
31,US,22393078,R2QRUE9REK8OUC,B00461F4PA,608719013,"Baby Foot Exfoliant Foot Peel, Lavender Scented, 2.4 Fl. Oz.",Beauty,5,18,23,0,1,Better Than Any Pedi,"First off, I'll say I'm skeptical. I've tried tons of products promising new skin and heels so fancy, you'll never want to wear shoes, again. Nothing worked. My heels are probably typical of most women who go to the gym, wear sandals all summer, and wear those &#34;cute&#34; shoes that kill us. I use the Pedi Egg and various &#34;sanders&#34; from Beauty Brands each time I shower. Though the simple things like homemade foot scrubs, sanding, and lotion can help, nothing, and I mean nothing, worked like this product! After weeks and weeks of researching and humming and hawing, it went on sale and I bought it. Here's my tip to success: Soak feet. Take a nice long bath. I used bubbles, made myself some nice tea, brought in my iPad and watched about 40 minutes of TV to pass the time. (I hate baths. This part was the hardest for me.) Then I dried my feet a little, and while still prune toed from the bath, slipped the pre-gel booties on and put on a pair of my husband's socks over them to help keep them in place. I left mine on for 90 mins (suggested by a blogger) and then rinsed them off. My feet had a sheen to them and smelled nice but that was it. A watched foot does not peel. Day 2: Soaked just my feet in a foot bath for 30 mins. Nothing exciting but my feet felt relaxed from the hot water. Day 3: Whoa. My big toe, previously callused, peeled a little. I couldn't help but pick a tiny bit to reveal all this new skin under what felt like a giant mound of dead skin. Day 4: The sides of my feet started to peel some along with my heels a tiny bit. I continued to soak daily from 20-45 mins. I also have been wearing socks and sneakers all week. I've also sent out texts to multiple friends who were disgusted. Day 5: The magic starts to happen! More peeling...even around my toenails where I thought nothing bad was happening. Apparently, dry dead skin resided there, too. Right now I'm on Day 8: The majority of the peeling is over. I have been taking daily foot soaks/baths, using a washcloth to rub off dead skin during the foot bath, and today I peeled a little by hand because I couldn't help myself. Not much more peeling is happening. There's a few bits here and there but as I lay in bed, rubbing my once sandpaper feeling feet together, images of silk feet pop in my head. They feel so nice and the cracks and calluses are gone! I'll probably shed another day or two and be done with it. I'll buy this product, again, and will recommend this over any expensive pedicure any woman dare try (and I've even done the pedi where they razor cut your skin off your heels!). This is worth it. I have felt no pain. My feet look amazing. There's really nothing to it besides trying to hide your feet during the molting. If you're diabetic or have allergic reactions to any of the fruit acids or alcohol, it's not recommended. If you &#34;help the peeling&#34; along, you could hurt yourself. Those are just some warnings on the package it comes in. Happy shedding, everyone!a washcloth to rub off dead skin during the foot bath, and today I peeled a little by hand because I couldn't help myself. Not much more peeling is happening. There's a few bits here and there but as I lay in bed, rubbing my once sandpaper feeling feet together, images of silk feet pop in my head. They feel so nice and the cracks and calluses are gone! I'll probably shed another day or two and be done with it. I'll buy this product, again, and will recommend this over any expensive pedicure any woman dare try (and I've even done the pedi where they razor cut your skin off your heels!). This is worth it. I have felt no pain. My feet look amazing. There's really nothing to it besides trying to hide your feet during the molting. If you're diabetic or have allergic reactions to any of the fruit acids or alcohol, it's not recommended. If you &#34;help the peeling&#34; along, you could hurt yourself. Those are just some warnings on the package it comes in. Happy shedding, everyone!",31/08/2015
32,US,15322085,RVHCXMEY80SGB,B007ZN5ATQ,240454053,Philips Sonicare Essence Rechargeable Electric Toothbrush,Beauty,5,0,0,0,1,Great Product,Just as advertised.  Works much better than manual toothbrush.,31/08/2015
33,US,36855756,R377C4ZT3K6NUB,B001BKR5X8,273206673,India Temple Incense - Song of India - 120 Stick Large Box,Beauty,4,0,0,0,1,temple overwelmed,nice amount of insence its strong smell lasts long time i use only once week but nice find on amazon,31/08/2015
34,US,11948473,R1BMJXQGYXQG2F,B00B76ALVO,609267623,"HSI Professional Glider | Ceramic Tourmaline Ionic Flat Iron Hair Straightener | Straightens & Curls with Adjustable Temp | Incl Glove, Pouch, & Travel Size Argan Oil Hair Treatment | Packaging Varies",Beauty,5,1,1,0,0,love it! has lasted forever and heats up supper ...,love it!  has lasted forever and heats up supper fat which is reat when u are in a hurry.  couldn't figure out how to turn it on in the beginning (you hold down the 1/0 button),31/08/2015
35,US,18551811,R3SRUOY8ETBDFL,B009ESL1SY,964968057,Skulls and Roses Ed Hardy Eau De Parfums for Women,Beauty,5,0,0,0,1,Five Stars,Was a gift.  My friends loved it,31/08/2015
36,US,39521197,R23REI1P4U50Y6,B00YMMENPK,74880696,Rose Water,Beauty,5,0,0,0,1,So Refreshing,The item arrived on time and was as a described. I usually stay away from rose scented products but I like the way this rosewater smells and it's not too overwhelming. I use it as a refresher for my face on these hot humid days.,31/08/2015
37,US,91020,R31IWERY6019Z1,B00TR6HX76,49538905,"Cynergy Health Science Organic Vitamin C Serum - 20% Vitamin C Serum plus Vegan Hyaluronic Acid with Aloe for Reducing Sun Spots, Age Spots, Anti-Aging and Anti-Wrinkle Skin",Beauty,5,0,0,0,0,Five Stars,very good,31/08/2015
38,US,8573447,R31P0KLYS24Y7K,B004FAWBTO,29111220,Carolina Herrera 3.4 fl oz Eau De Toilette Spray for Men,Beauty,5,0,0,0,1,Five Stars,As always,31/08/2015
39,US,133323,R1V3QWZ5919M3K,B00JIMSQ5W,523173940,ECBASKET 500 PCS Stiletto False Nails Short Acrylic Nail Tips 10 sizes Full Coverage Fake Nails(Natural),Beauty,5,4,5,0,1,Wonderful product,"I got my package 8 days after ordering, honestly i think thats very good timing. Everything that was advertise was correct, As you can see in the photos. Im very pleased with the out come of the shape and the fact its a little longer than your nail. They arnt to thick to where it would be an issue but arnt thin to were they out snap either, kinda in the middle. I didnt have to file them to much, just a little on the top due to there being a bit of rough edges. Also used some 100% acetone to get them off and it worked perfectly. I highly recommend this product by the seller if you are looking at these types of fake nails.",31/08/2015
40,US,45844443,RW70OUSBVWMLT,B00O09E33C,216529863,"Clogged Pores Natural Cleansing Kit - Vegan Cleanser Face Wash Soap 3.4 oz and Facial Cream 1.7 oz Care - Shea, Olive, Jojoba, Tea Tree & Almond Oils Blend Set",Beauty,5,1,2,0,0,Fantastic products :D,"I received the clogged pores natural cleansing kit about ten days ago. Since then, I have been using it daily to wash and moisturize my face.<br />First, let me strt with the presentation. The kit came in a very cute package box. I really liked how pretty it ws. It definitely looks like a good gift for a friend. I love the containers the products renin. The box for the soap opens up like a flower and holds the bar in the place. The lotion is in a very secure glass jar that feels like both very high quality and durable. Both products look very nice on my counter.<br /><br />The soap smells very wonderful. I really like washing my face with it as it does not leave it dry nor sticky like some cleansers do. I cut up the soap into four squares so that I can control how much I use of it better.<br /><br />The moisturizer is my fvorige part. It feels so wonderful on my skin! Just a little of it is enough to cover my whole face-- though sometimes I do two layers because I enjoy the feeling of it. It really is very nice and feels wonderful.<br /><br />As for the effectiveness of the products, I have been using em for 10 days and my face does feel a little cleaner, smoother, and softer. It's not a dramatic change, but I have only been using it for a short time. I expect greater results with time and will update this review accordingly. Thank you Aya Natiral!",31/08/2015
41,US,19396637,R3F43G543HH7BX,B00JNH8Z6W,154928551,Estee Lauder Pleasures Flower Eau De Parfum Spray 75ml/2.5oz,Beauty,5,0,0,0,1,Five Stars,Absolutely love this fragrance.<br />I always get compliments when wearing it.,31/08/2015
42,US,9295857,R14VEDRPU4KL6M,B00KA5R3KU,934411652,"Jerdon J1015 LED Lighted Makeup Mirror with 5x Magnification, White Finish",Beauty,5,0,0,0,1,Very pleased with it,Very bright to apply make up. Very pleased with it..,31/08/2015
43,US,20510361,R2D3DVAG9NOZ3S,B002WTCK50,147194821,DenTek Temparin One Step Max Hold 2.64 gram,Beauty,5,0,0,0,1,Meets the need temporarily n,Good product.,31/08/2015
44,US,39205837,R2K7SZZPIMNJKY,B00KYUXIOG,323338337,YEOUTH Best Anti Aging Vitamin C Serum with Hyaluronic Acid & Tripeptide 31 Trumps ALL Others. 100% Guaranteed,Beauty,4,0,0,0,0,Very good product. Ships quickly,This is my 2nd bottle.  Very good product.  Ships quickly.,31/08/2015
45,US,37446839,R19RE4JO8O8D56,B00QHLTBXI,288710763,Julep Stargazer Gel Eye Gliders,Beauty,5,1,1,0,0,wonderful eyeliners (some of the only pencils I will use),"These are excellent eyeliners and some of the only &#34;pencil-style&#34; eyeliners I will use.  I normally have trouble with pencils, but these are not hard at all and actually show up well, even if you are not that skilled at applying pencil liner (which I am not).<br /><br />These really do shimmer just a little.  But you are not trying to put large bits of glitter next to your eye, either.  Some of the lighter colors (i.e., gold) don't show up super well on pale skin, especially if you are also wearing a shimmery eyeshadow.  So keep that in mind.  (The gold would look awesome on darker skin without shadow, and I can make it work without shadow on my pale skin, as well.)<br /><br />These last all day under any one (or more) of the following conditions:<br /><br />(1) If you don't have oily eyelids<br />(2) If you use a setting powder or finishing powder (like the translucent one from e.l.f.)<br />(3) If you wear them over primer and powder eyeshadow<br /><br />If you have oily eyelids and don't do #2 or #3 above, this will migrate (trust me -- been there, done that).<br /><br />I wear contact lenses and have somewhat sensitive eyes but these do not give me any trouble, which is great.  They come off easily enough with a makeup remover wipe; you don't need any special remover to get them off.<br /><br />Please note: You should definitely shop around to get the best deal.  The manufacturer has some good deals, especially during the holiday shopping season.",31/08/2015
46,US,39447863,R193KL04GUMGWU,B007S69QAY,602097956,Conair Xtreme Instant Heat Jumbo And Super Jumbo Hot Rollers,Beauty,4,0,1,0,0,"Heats up fast and curls last, however please be ...","Heats up fast and curls last, however please be advised the clips that hold the rollers in place leave marks in your hair.",31/08/2015
47,US,5231055,RH8RTY3OQTVHK,B00PKIE760,196988457,"InstaNatural Cellulite Cream - With Caffeine and Retinol - Firming Lotion and Dimple Remover for Legs, Arms, Stomach, Buttocks and More - No Wrap Needed - With Jojoba Oil and Vitamin E - 4 OZ",Beauty,3,0,0,0,0,Three Stars,"I've not used this long but, no results yet. *Honest review for discount *",31/08/2015
48,US,119673,R3TZXN1VTPE0V3,B00B3CUA0E,603208558,"Premium Quality 20 New Diamond Series Sqaure Empty Clear Plastic Cosmetic Containers 5 Gram Size Pot Jars Eyshadow Container Lot Size: Diameter: 1 1/2"" x 1 1/2"" (Comes With 1 Free Myo Eyeshadow Sample)",Beauty,5,0,0,0,1,good,Good,31/08/2015
49,US,45101905,R1RI19FYJE6DIM,B00KCFAZTE,100743892,"InstaNatural Eye Gel Cream - Wrinkle, Dark Circle, Fine Line & Redness Reducer - Pure & Organic Anti Aging Blend for Men & Women with Hyaluronic Acid - Fight Bags & Lift Skin Under Eyes â€“ 50mlâ€¦",Beauty,3,0,0,0,1,Three Stars,Did not help me I feel it makes it worse still have bags under my eyes.,31/08/2015
50,US,18773689,RWBW8IV6X4XBI,B00112TIIQ,497314489,"Clubman Superhold Styling Gel, 16 oz",Beauty,5,1,1,0,1,Satisfied,"Very nice hair gel. Pleasing scent, holds my medium longish hair down all day. I've noticed that I don't have to use as much as other gels to keep my hair down, and it doesn't become as cement-like when you do. Holds my hair down even when I'm at work sweating all day. It also washes out easier than other gels at the end of the day, so easier to clean up also. Would recommend to a friend.",31/08/2015
51,US,27397579,RYRV10WKQ3TCY,B00W47D9K0,106718297,L.A. Girl Matte Flat Finish Pigment Gloss,Beauty,4,0,0,0,0,Good buy,"The color is great -- comparable, if not better than, NARS liquid lipstick in Daredevil. That's not to say it's a dupe... The consistency and finish is different. The most noticeable thing about the finish here is that it's patchy. I wouldn't say it's a deal breaker, especially because at a brick-and-mortar store, I bought this for $3.99, sight unseen (no tester). It IS matte, it dries somewhat quickly, but ends up being quite thick on. The color is very chic, although it's a little different than the photo, I'd say less muted/less burgundy. It's a good buy. Just not the highest quality, because of the patchiness.<br /><br />[edit] I was writing this review for the color Backstage, but I see the colors are kind of all mashed into one listing.<br /><br />The color Stunner is another one I have -- and the only thing I have to say about is that if you think it's &#34;too purple,&#34; go ahead and spend five bucks on it. It's probably not too purple. It's just purple enough.",31/08/2015
52,US,1488387,R1N90NPN15KIIG,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,3,0,0,0,1,Three Stars,Very nice i iwll buy it again.,31/08/2015
53,US,32364447,R3LWFEDDHZKDNQ,B005CK3GIQ,903406164,"System 2 Noticeably Thinning For Fine Hair Kit Nioxin 10.1oz Cleanser, 5.07oz Scalp Therapy, 3.38oz Scalp Treatment Unisex 3 Pc Kit",Beauty,5,0,0,0,1,Great product,Husband very happy with this product!,31/08/2015
54,US,1488387,R21VHW9NEK8NVY,B000J3ZMQA,370397243,Nubian Heritage Coconut & Papaya Soap,Beauty,5,0,0,0,1,Five Stars,Very nice i iwll buy it again.,31/08/2015
55,US,13019751,R30JOLDP3K6273,B001HTB6PG,281109906,"Australian Gold SPF 50 Kids Lotion, 8 Ounce",Beauty,2,0,1,0,1,Not for the face,My kids said it burned their eyes.,31/08/2015
56,US,25344238,R64LXM55FHZ9A,B001ADSPT4,24347910,Palladio Rice Powder,Beauty,4,0,0,0,1,I have to say this works wonderfully on my skin as either a stand-alone foundation with ...,"Although the packaging could be improved on how not to end up having too much powder in the dispenser for applying it, I have to say this works wonderfully on my skin as either a stand-alone foundation with multiple layering of it or as a top layer over my liquid foundation.  Happy I found this product!",31/08/2015
57,US,34962480,R2AE3B44XQO9OJ,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,1,0,0,0,1,One Star,Burned my under arms and I gave it someone else.  Would not buy again,31/08/2015
58,US,50628765,R1GXFYG24TL2XL,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,1,0,1,0,1,Bad quality frames,These are nice looking glasses.  The arms to the glasses are two pieces connected together.  When I opened the glasses I noticed that one of the arms was not connected and slid apart when putting the glasses on and off.  I contacted Amazon to return the glasses and order a replacement pair.  The replacement pair arrived on Saturday and guess what?  The exact same problem.  Both pair are now being returned.  Horrible quality.,31/08/2015
59,US,22094721,R1J4X17M2G2T5A,B00W2U437W,884895186,"XTAVA Define Lashes Volumizing Waterproof Mascara (Black) - Long-wear Formula with Easy-On Easy-Off Technology (TM) - Fiber Thickening & Lash Lengthening Voluminous Mascara - Smudge, Clump and Flake Resistant - Cruelty Free",Beauty,4,1,1,0,0,"Not smudge proof, but amazing.","Great Mascara, big tube with a triangular top. The ONLY downside I have to this mascara is that it is not in fact smudge proof, nor waterproof. I have blonde eyelashes, that are very full and long, so when I wear black mascara I tend to look like I have falsies on.  I want a mascara that is going to stay put, and make them look even fuller. This mascara is perfect with that, it's a smaller wand making it easier to apply. Only 1 coat is needed for a dark, full looking set of eyelashes. I do love it.<br /><br />sample provided",31/08/2015
60,US,294612,R3N77VRU8Q2C,B00YQK1LVC,91155179,Premium Makeup Sponge Blender Duo â€“ Black and Pink Egg Shaped Colorful Cosmetic Appliator set - Use This Ecotools for Blending Wet or Powder Foundation and Concealer - Get the Quality for Less Price!,Beauty,1,0,0,0,1,Was extremely disappointed in the size of the products I ordered,"Was extremely disappointed in the size of the products I ordered. They appeared much, much larger in the photos, when in reality, the products are actually so small that it's inconvenient to use them for their intended purpose.",31/08/2015
61,US,12650290,R5BOX6ST255VE,B000FRWNL2,205576691,Revlon Perfect Heat Jumbo 3 Barrel Waver,Beauty,5,0,0,0,1,and I love how my hair looks when I use this tool,"Works faster than my old smaller three barrel iron, and I love how my hair looks when I use this tool, modern waves.",31/08/2015
62,US,9260638,R2TZ5DQT03S70C,B00KYUXIOG,323338337,YEOUTH Best Anti Aging Vitamin C Serum with Hyaluronic Acid & Tripeptide 31 Trumps ALL Others. 100% Guaranteed,Beauty,3,0,0,0,0,I have only been using this for about 6 days ...,"I have only been using this for about 6 days, so I'm sure I have not given this product a fair chance.  I need to write again when I've used it at least 3 weeks.",31/08/2015
63,US,39668549,R2YNOXNHD4PP9G,B00BEEK5II,240455598,Elemis Pro-Collagen Marine Cream - 1.7 fl. oz.,Beauty,5,4,4,0,1,just feel like I cannot live without it,"I have been using this cream for years, just feel like I cannot live without it :)",31/08/2015
64,US,50541878,R2PK1RJJNQCT65,B00FBO8FCA,125729638,Mederma Advanced Scar Gel (50 g),Beauty,5,0,0,0,1,Five Stars,"Amazing, I'd like to receive an offer on more than one pack to buy again.",31/08/2015
65,US,11599505,R1R83SV7CZPMQQ,B009MLSJ38,230456635,"Swissco Suction Cup Mirror 12x Magnification, 5 inches",Beauty,4,0,0,0,1,Four Stars,"Magnification is great for putting on eye makeup, and I can use it when I travel. Great idea!",31/08/2015
66,US,44458172,R83BAI1TS0OWH,B002JPJ2ZS,507629966,Viviscal Extra Strength Hair Nutrient Tablets,Beauty,3,1,2,0,1,Save your money,After a few months there really hasn't been any noticeable difference.,31/08/2015
67,US,51309613,R1DFD8356JKDR4,B001AT00MI,432194503,"Clubman Club Mend, 4 Fluid Ounce",Beauty,3,0,2,0,1,Not really what I had ewxpected.,I like menâ€™s facial products and Clubman is a favorite of mine.  I got this facial product not really knowing what it does other than sooths irritation.  What I found in this product is nothing that special.  When you first put it on you will be overcome by the alcohol smell.  It does dissipate past though. Imagine ispropyl alcohol in a gel form.  What the remaining scent is smells like floral â€“ not clubman like at all.  It is not overpowering though and disappears fast.  The product does dissipate quickly â€“ or maybe absorb into your skin?  What you are left with is a sticky and tacky feeling skin.  I have been putting on a moisturizer or balm because I canâ€™t imaging leaving your facial skin alone after putting this stuff on.<br />Will use it up but will not be purchasing again.,31/08/2015
68,US,22716711,R1WDMMGY0JDZ1N,B00XWRPLMK,421026198,Grand Parfums Empty 2ml Amber Glass Micro Mini Rollon Dram Glass Bottles with Metal Roller Balls - Refillable Aromatherapy Essential Oil Roll On - Bulk - 1/2 Dram Pack of 6 -,Beauty,4,0,0,0,1,"The ball does roll pretty well, but has some trouble simply due to ...","2ml is tiny.  The ball does roll pretty well, but has some trouble simply due to size constraints.",31/08/2015
