ID,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
10,US,35335277,R78B5LCFJ52SR,B00RM327NG,816815445,Air Vent Smartphone Car Mount w/ Magnetic 1 Step Mounting Technology - Best Cell Phone Holder for Your Car,Automotive,4,0,0,0,1,Not bad!,"I really loved this little mount; now I like it. It fell a little more often than I hoped (maybe my phone was too heavy? Maybe i didn't connect the magnet exactly?). Either way, it was great when I needed the GPS. It did eventually fall off one night with the phone and disappeared into my car. I found it much later, attached to a magnet in my car door and smashed from my closing the door. So GREAT idea, but the magnet is weird.",31/08/2015
11,US,44957003,R33SKWL0HEQIQ9,B0071NL7UQ,192225755,FDJ New Replacement Honda Gas Fule Tank,Automotive,5,0,0,0,1,Five Stars,Just what I wanted.,31/08/2015
12,US,444125,R1HIOV0UX7P13D,B00DSOL0FY,849414056,Omix-Ada 17402.09 Oil Fill Plug,Automotive,5,0,0,0,1,Five Stars,Great product and fast service.,31/08/2015
13,US,35829199,R4WS0E0MSP9DH,B00GRV48TK,651316983,GMB 530-2480 Fuel Pump Module Assembly,Automotive,5,2,2,0,1,Well made,Appears to be well made. It does what it's supposed to do.,31/08/2015
14,US,16825098,R2RUIDUMDKG7P,B000E4PCGE,694793259,"00-03 NISSAN SENTRA MIRROR RH (PASSENGER SIDE), Power, Non-Heated (2000 00 2001 01 2002 02 2003 03) NS35ER 963015M000",Automotive,3,0,0,0,1,new and a great look. Only bad thing is that one of ...,"Product was as described, new and a great look. Only bad thing is that one of the screws was stripped so I couldn't tighten all three.",31/08/2015
15,US,2583392,RZSA6L4M4D4XA,B005Z8HAUK,732072782,Slime 40026 2X Heavy Duty Direct Drive Tire Inflator,Automotive,5,0,0,0,1,Five Stars,SO much quieter than other compressors.  VERY quick as well.  You will not regret this purchase.,31/08/2015
16,US,10127903,R1O3NGQNCFXKR6,B0043AV4NK,533179941,"MegaBrand N1 4"" Burnt Tip Muffler Exhaust 2.5"" Inlet Universal",Automotive,5,0,0,0,1,decent,"Great for the price, only<br />Issue was the silencer was a little bent and it rattles when the car is revved. Overall great quality",31/08/2015
17,US,17937309,R2IEM66RCBJ95A,B00CDHD76C,126169507,Jackly 45-in-One Mobile Phone Screwdriver Set (JK-6089),Automotive,5,0,0,0,1,Nice set of tools for the edc bag,Nice set of tools for the edc bag...I have used this a few times now since purchase and there seems to be a bit to fit everything in a small compact package,31/08/2015
18,US,17145638,R2BQ9O517KSCP8,B000CF1XO0,475232737,Bosch 3397118942 Aerotwin Wiper Blades - Set of 2,Automotive,5,0,0,0,0,Five Stars,Everything ok,31/08/2015
19,US,32813839,R1KF86427VR7AC,B003VLBPJA,897802619,"Heavy-Duty 15"" Cargo Net for Motorcycles, ATVs - Stretches to 30""",Automotive,3,0,0,0,1,Three Stars,I hope the hooks are strong enough.,31/08/2015
20,US,11918144,R5ODXADP3X37,B00HYYNWEQ,565743377,TireGard (13-315U) Wireless Tire Pressure Monitor System,Automotive,1,0,3,0,1,3 weeks on my Harley and there working great.,"Very differcult to set up. Didn't want to warranty until I told them I bought them from amazon. Big Bike Parts I won't be buying anything from them ever again. I installed the FOBO, sensors, downloaded the appl. and they started to work right away. 3 weeks on my Harley and there working great.",31/08/2015
21,US,25302320,R1QIFAXVIBG2NG,B00JDQ44X6,327611023,Slipstreamer S-267 Windshield - 19in. - Clear S-267-19,Automotive,2,0,1,0,1,Two Stars,For,31/08/2015
22,US,18950470,R16413JORYSH9N,B00NHJO9BW,888032964,Dayincar Toyota Seat Systems 5-Gear Switch To the Left 1 Seats For Toyota,Automotive,5,0,0,0,1,Would highly recommend!,"Wiring was simple, and since mine has the side airbags I had the heaters installed in the seats. Love the look of the controls. It adds about 12w per step for a total of 60W when on the highest setting per seat.",31/08/2015
23,US,810098,RPJRV30EX3QLE,B00K2MYPY8,220204782,ITC (21211-NI-DB) Radiance Nickel Reading Light,Automotive,5,0,0,0,1,Five Stars,I love these lights!,31/08/2015
24,US,129966,R23O333LPMEXAB,B000CODGZU,79253208,"Keeper 05628 Chrome Fold Away Cleat, 2 Pack",Automotive,5,0,0,0,1,Five Stars,There great for i have had them on other trucks,31/08/2015
25,US,46275481,R2IEF9PHY6KNHN,B000VUASMY,742397674,Dee Zee DZ86917 Heavyweight Bed Mat,Automotive,1,0,0,0,1,Poorly made,Poorly made showing fiber/ thread material (white) on all black surface did not look good.,31/08/2015
26,US,25720064,R3KOQKHD8M0FLQ,B00OPNRMHW,706331706,B2 2005-08 BMW E90 3-SERIES Front Kidney Grill & FRONT GRILLE 323i 328i Gloss Black,Automotive,5,0,0,0,1,Five Stars,"Very nice, high quality, gloss black Kidney Grill.",31/08/2015
27,US,46275481,R1M8GYYZVB7ZEX,B000BRJSVE,826684273,Kwikee (902809025) 1-Step,Automotive,5,0,0,0,1,Good quality,Came with everything needed.,31/08/2015
28,US,129005,R28ST4RLL4VBOP,B00ETHGCDY,914928107,Dope Inspired VW Sticker Decal,Automotive,5,0,0,0,1,I love it,This decal is literally dope itself I love it and thanks for the free gift with my purchase,31/08/2015
29,US,12355875,R20S7DPGDWCM91,B00JH2DL4O,376343634,APDTY 022353 EGR Exhaust Gas Recirculation Valve Fits V6 3.3L or 3.8L On 2007-2008 Pacifica 2008-2010 Chrysler Town & Country or Dodge Grand Caravan 2007-2011 Jeep Wrangler 2009-2010 VW Routan,Automotive,4,3,3,0,1,Fits 2010 Jeep Wrangler perfectly,Fit my 2010 Jeep Wrangler perfectly and saved me a ton of money as the dealer was going to charge more than double the cost for the part.,31/08/2015
30,US,32288154,R2PNF1QGR4SMTD,B000BTO0CY,770978336,AIR LIFT 59502 Ride Control Rear Air Spring Kit,Automotive,5,1,2,0,1,Excellent Customer Service!,"Air Lift builds a quality product and stands behind it. Don't let one whiner make you believe otherwise!<br />I installed this set on my Toyota T100 2wd. It fit perfectly, installed easily and the one issue I did have, AirLift customer service handled swiftly and without question. I look forward to these air springs giving us many miles of worry free towing of our Vintage Canned Ham Trailer, even with the bed of the truck loaded with my Motorcycle and everything but the kitchen sink",31/08/2015
31,US,40585445,R26NFAHINEWAEN,B00O14U6JG,324591176,"3M Scotchprint Series 1080 Cosmic Blue Vinyl Car Wrap Film Sheet Roll - 3M1080 - 2ft x 5ft (10 sq/ft) (24"" x 60"")",Automotive,4,0,0,0,1,Four Stars,Discolors very easily if stretched too hard.,31/08/2015
32,US,188970,R30PC3PI7TAFOC,B00BI8RTAC,890418813,"APDTY 012132 Master Power Window Switch Fits Select 1995-2005 Cadillac, Chevrolet, GMC, Oldsmobile (Front Left Driver-Side; Check Vehicle Chart To Ensure Proper Fitment Replaces 19244658, 15151360)",Automotive,5,0,0,0,1,Five Stars,works great,31/08/2015
33,US,23208852,R1R9W3X9RR2T9N,B0015PTXAW,897692749,Anzo USA Ford F150 Projector with Halo LED Headlight Assembly,Automotive,5,0,0,0,1,Five Stars,Cool design.,31/08/2015
34,US,1014211,R1WALF7P75YCOL,B00OTBCIRE,237588003,Xprite C2 Series Curved 50-inch 288W 96 Cree LED Screw Surface Off Road-Spot and Floodlight Combo,Automotive,1,1,2,0,1,One Star,It was nice for a month than got a leak in it and trying to figure out how to warnty it,31/08/2015
35,US,108462,RF7RRN1FJPJ6H,B00NPYXAWS,948492051,"Exlight Escape Tool Seatbelt Cutter Window Breaker Emergency Car Hammer, Color Yellow, Package of 8",Automotive,5,0,0,0,0,I recommend this item,"I recommend this item. Hi, While I haven't had to use it yet.....thank goodness.....I am so thankful to have it in my families and my vehicles. Looks very sturdy and saw a special on the news with the same tool and it worked great! So Glad I Ordered them!",31/08/2015
36,US,32320128,R2A199P9FQ9EDK,B00WE65J3G,175161243,Front Matt Black Angry Birds Grille Grid Grill with Mesh inserts Fit 07-15 Jeep Wrangler 2/4 Door,Automotive,5,0,0,0,1,Love it! great quality easy,Love it ! great quality easy install,31/08/2015
37,US,4189933,R3ROHBNH20Y6Q6,B001U6JWOS,969390272,"FH-PU002114 Classic Synthetic Leather Car Seat Covers, Airbag compatible and Split Bench",Automotive,2,0,0,0,1,"loose, hot and sweaty",Purchased the gray and black ones a while back was kind of easy to install once you watch the video on YouTube Not such a great fit but great for looks and seat protection Would advise you to cover them with a towel on long hot days and if your be driving for awhile or traveling a distances,31/08/2015
38,US,16864569,RK93BLP1IC846,B000NCI854,221562147,Schumacher SE-1510MA '100/15/2 Amp' 6V/12V Automatic Charger with Engine Start,Automotive,4,2,2,0,1,Good charger,Charges fine. Battery clips do not grip tightly after a few uses. I have oiled them etc. but it seems that the spring has just to weak for the job.,31/08/2015
39,US,27803727,R76VPM7TVJD9M,B00LPIKK38,185094534,3 PACK - VIDEO SURVEILLANCE DECALS sticker decal label video warning cctv camera,Automotive,5,0,0,0,1,Five Stars,needed for the windows. Keeps out people.,31/08/2015
40,US,2207964,R25NERHXGDYOO5,B00ZLR8C3Y,600548939,Decal Sticker Warning Property Protected By Electronic Alarm System Durable Fun hobbies,Automotive,4,0,0,0,1,Four Stars,"Thanks, I got the stickers",31/08/2015
41,US,42356768,R29P36CMQNAOXB,B00G3JVS8A,412902441,Zone Tech Genuine Wood Travel Vehicle Hanger,Automotive,5,0,1,0,1,Five Stars,Thanks,31/08/2015
42,US,26448600,R1E10DVTRR1MUM,B000IY8OKQ,107057812,NGK (9578) HE62 Premium Spark Plug Wire Set,Automotive,5,0,0,0,1,NGK fan for life,The only plug wires i buy are NGK . cant beat them and amazon has the best prices on them!. if you have another brand on there now expect to see a power boost and better gas millage,31/08/2015
43,US,30920961,R1P01VTLHAJ0SB,B009AA9K20,436006232,Monroe 906964 Strut-Mate Strut Mounting Kit,Automotive,2,0,1,0,1,Two Stars,These do not fit a 2008 Nissan Sentra I had to return.,31/08/2015
44,US,12309362,R38ZKCJB3C3UDU,B008OMB5G4,521738463,BOX of 25 each - 160 Ounce PAINT MIXING CUPS =5 QUART Bucket Cup) by Custom Shop - Cups have calibrated mixing ratios on side of cup BOX of 25 Paint and Epoxy Mixing Cups,Automotive,5,0,0,0,1,Five Stars,Great product at a great price. And shipped ontime.,31/08/2015
45,US,1763672,R2I7FOTJ5G6B1X,B00K72C1T4,840428938,Extreme Max 1229.4000 Battery Buddy Intelligent 6V / 12V Battery Charger / Maintainer,Automotive,4,0,0,0,1,Maintains,"Works for maintaining, but causes terrible noises. Does not work to recharge a dead battery, read is not completely accurate, reads as battery good, when battery is not charged enough to start vehicle.",31/08/2015
46,US,13017814,R10PK14L3HGWA1,B00092893E,994164024,Chevron Techron Concentrate Plus Fuel System Cleaner,Automotive,5,0,0,0,1,Five Stars,Was as advertised.,31/08/2015
47,US,33077386,R2TX0YSSC0G4VJ,B000WOZSGK,539829221,K&S Technologies Turn Signal Stem Replacement 33490-MK3-000 for Honda,Automotive,2,0,0,0,0,Honda 650 Turn Signal Stem,"Threaded Stem does NOT have a Cap Imbedded in the rubber which stiffens the corrugated part.  Stem threaded part is the only thing holding onto the rubber and will pull out of rubber when tightened onto cycle bracket. Threaded stud is correct size to fit hole in motorcycle bracket, yet Hole through stem is too small to allow all wires with connectors to pass through.",31/08/2015
48,US,13644820,RH1WZ07DO2ELB,B001KSCDWE,399583096,ACDelco 45A1059 Professional Outer Steering Tie Rod End,Automotive,5,0,0,0,1,Five Stars,Delivered as expected.,31/08/2015
49,US,20685469,R1MNJINGLVD5MA,B002MQFTLU,177914974,StaiBC Toyota Corolla Passenger Side Interior Door Handle,Automotive,5,0,0,0,1,Just what I needed. With a little help from ...,Just what I needed.  With a little help from a youtube DIY video it fixed the problem with out a visit to a mechanic.,31/08/2015
50,US,10366555,R2O2EH8SYSFRH,B00DIMI9LY,994853320,"12v 10.6 GPM Oil, Diesel, Biodiesel and Kerosene Transfer Self-priming Pump",Automotive,5,0,0,0,1,Great Pump,Well designed and pumps fast!,31/08/2015
51,US,129267,R2YSZ8UPQ7SHZV,B00NGGT7VS,315153696,"Sunshade Foldable Auto Front Rear Window Sun Shade Car Windshield Visor Cover Block Sun Protector - Masyah Car Windshield Sunshade - 59"" x 27"" Windshield Sunshade Silver Black",Automotive,1,0,0,0,1,One Star,"Too small for my Mom's caddy windshield, would not stay up under the sun visors.",31/08/2015
52,US,36219902,R1HWVNVQC35462,B0012PJFH6,13685525,ACDelco 530-335 Professional Premium Gas Charged Rear Shock Absorber,Automotive,5,6,6,0,1,Great price compared to locally.,"A little beefier than the shocks removed from this 05 trailblazer, but they fit fine and made it ride a lot better.",31/08/2015
53,US,52300650,RGJNMM05CYHA,B00A70CLZ0,740008046,"Honda Wheel Center Cap Set of 4 - 58mm 2.25""",Automotive,3,2,2,0,1,"Initial quality was good, but not as good as what I would ...","These shipped much faster than I thought they would, coming from what looks to be China. Initial quality was good, but not as good as what I would expect for the price. I only gave 3 stars because after a few months the caps in the front got loose and one of them fell out while driving so I then only had three left. I've had this problem before with cheaper caps made with less durable plastic that was subject to warping from the heat of the brakes and subsequent expansion of the steel wheel. This cap set was made out of a better plastic but still wasn't good enough. I think hub caps should be made out of high temp plastic (that's still flexible) or metal so they don't have this problem.<br /><br />I ended up just using the full wheel covers that came with my car new (2015 Honda Fit), even though I hate wheel covers. I painted them so they don't look as cheap.",31/08/2015
54,US,35153667,R11VYFA4DS540J,B002XM5GHA,240909913,"SHURflo 255-325 1/2"" Barb Swivel Nut Strainer",Automotive,5,0,0,0,1,Five Stars,Exactly what I needed. Seems to hold up well.,31/08/2015
55,US,12990051,R34UDEDDODBJ9O,B00605DUI8,515945114,Walker 18944 Direct-Fit Muffler Assembly,Automotive,5,0,0,0,1,Need your own nuts,"Nice and quiet muffler for my '02 Jeep Liberty.  Sure was better sounding than the stupid flowmaster that the previous own installed on it.  I've had other FM mufflers on pickups that sounded great but not this one.  This Walker muffler fit nicely, was quiet -- Amazon recommended buying exhaust springs and bolts with this that I didn't need and ended up returning.  This muffler has it's own bolts but you will have to supply your own nuts....  I had a set and used those.  Still waiting on the exhaust pipe to show up but even with just the muffler, it's much quieter.",31/08/2015
56,US,12404621,RO9NNG2OYU7CX,B004FCIK1U,590851257,Simoniz S16 Clear Coat Repair Kit,Automotive,5,0,0,0,1,Five Stars,Excellent Thank You..,31/08/2015
57,US,48086021,R2SAI28VLWR9XR,B0051UPKZ4,615862420,Heatshield Products Long Heatshield Armor Weld Tape Roll,Automotive,5,0,0,0,1,Five Stars,Great product,31/08/2015
58,US,25873982,R17DG7G54AQRC3,B000YE6RFO,289265350,Precision 510006 Wheel Bearing,Automotive,3,0,0,0,1,Product as described,Product arrived quickly. Didn't end up using so I returned them.,31/08/2015
59,US,1988408,R1248WWPMGWOBU,B00UY6JAP6,460049707,"Xprite E2 Series Off Road Curved 32"" 180W 60 LEDs Spot Flood Combo Screw Surface LED Work Light Bar w/ Wiring Harness",Automotive,5,0,0,0,1,Five Stars,Looks great and works much better than the the cheaper ones. Also the is no moisture issues,31/08/2015
60,US,16864175,R33FSVIDZT74DF,B002XLHUQG,606570520,X-Chock Wheel Stabilizer - Pair - One Handle - 28012,Automotive,5,0,0,0,1,Five Stars,"a great product to stabilize your trailer, and eliminate the rocking motion.",31/08/2015
61,US,48757093,R13FNMR4XD09BH,B002TPRNFE,960445912,California Car Duster 62445 Detailing Kit with Plastic Handle,Automotive,5,0,0,0,1,Love these dusters,"Love these dusters, this had an added bonus of smaller duster for interior of vehicle. Second one I have owned.<br />Read how to care for them and they will last a decade.",31/08/2015
62,US,27885946,R137YBGPV5N529,B006DD95YK,268549328,Cooper Bussmann ATM-20LP Mini Fuse,Automotive,5,0,0,0,1,Five Stars,Great,31/08/2015
63,US,12064730,R1SFCQLXC30VGR,B00KZD8ME8,101118819,KingCK Infiniti 1 Min Easy Installation HD Car Door Logo Projector Pack of 2,Automotive,1,0,0,0,0,This item does not fit the 2004 coupe model. ...,This item does not fit the 2004 coupe model. At all. Not sure why someone wrote that it doors. I'm returning this.,31/08/2015
64,US,7879572,R2HQM2XSJ38R05,B00FOX5D9Q,995184519,Kensun HID Conversion Kit Single Beam Relay Wiring Harness,Automotive,5,0,0,0,1,Five Stars,great one i like it,31/08/2015
65,US,13551631,R3OER1K43HEAFK,B00FMWCI9W,246754675,OEM Lexus ES350 All-Weather Rubber Floor Mat Set - 4-Piece,Automotive,5,0,0,0,1,Five Stars,received mats very quickly and they met my expectations,31/08/2015
66,US,44419896,R3H1PI79ZXHUM,B0036R6IT6,716129887,Kolpin ATV Rear Helmet Box - 4438,Automotive,5,0,1,0,1,... on our ATV makes riding with my husband more comfortable. Wish I had got the sooner,Put this on our ATV makes riding with my husband more comfortable. Wish I had got the sooner. Takes a little time to assemble.,31/08/2015
67,US,13021427,RT4IEG9OBJZAZ,B00EEKGD4O,948025256,Aitook Ait-S0365 Starter Solenoid Yamaha 6G1-81941-10-00 68V-8194A-00-00,Automotive,5,0,0,0,1,Can't beat the price and service.,works great!!!  highly recommend it.  great value.,31/08/2015
68,US,30783602,R2YW38C3RBH4SU,B00RM327NG,816815445,Air Vent Smartphone Car Mount w/ Magnetic 1 Step Mounting Technology - Best Cell Phone Holder for Your Car,Automotive,5,0,0,0,1,Love it!,"I have been using this for about a month now and love it. It makes it easy to keep track of my phone, and if I do need to glance at my phone it helps keep my eyes UP and more on the road.  Everyone who rides with me is always impressed and asked how it works.  Makes it easy to follow GPS and connect my car charger and my AUX cable.  I'm currently using the sticker on my phone, and kept the square piece to use between my case and phone for my next upgrade.  Great buy, great price!",31/08/2015
69,US,15218367,R3PR5EELZJWCS9,B000CQBG1O,661103890,Walker 35129 Exhaust Spring Bolt Kit,Automotive,1,0,0,0,0,Summary of Negative Reviews,"Wow, after reading the negative reviews there is concurrence on:<br />-Bolts are MUCH shorter than OEM and not long enough to engage<br />-Springs are not ground on the ends, longer and difficult to compress.<br />-Threaded portion is smaller diam. than OEM (Yikes!) so the original weld nuts are not reused.<br />-Highly susceptible to corrosion.<br />I think I may opt for some new M8 x 70 hex bolts with flat washers, thread through the original weldnuts and then add new M8 hex nuts.  All stainless if I can find, but regular cadmium plated steel should be better than these.",31/08/2015
70,US,15775115,R21NNQWJPUPMMV,B0007UQ2N2,739106176,Apex NeverKink Boat and Camper,Automotive,5,0,0,0,1,Five Stars,Very useful,31/08/2015
71,US,12963248,RVXGF5TZA2N7B,B000JFTF7U,227170279,Dowco Guardian UltraLite Plus Gray Motorcycle Cover,Automotive,5,0,0,0,1,good cover,I have a 2004 klr 650 with a pelacin case on the bike and the cover fit great.,31/08/2015
72,US,2298418,RUY29QUGK3DSH,B00WRX85LO,773059569,Chrysler 300/Dodge Magnum Exterior Gas Tank Door Cover (Chrome),Automotive,5,2,2,0,1,Five Stars,Great product. Thank you.,31/08/2015
73,US,44784257,R1UC98ZN5AAJOZ,B00GIEPBNS,904126124,"Genuine Acura 72644-SEP-A01ZE Door Handle, Right",Automotive,5,0,0,0,1,Great fit - Super easy install,Perfect match.  My car looks almost new.  I just had to pop off the plastic surround and pop them on my car.  It took about 2 seconds.,31/08/2015
74,US,2923679,RO78IAGYOYN60,B00OVA3KO8,872592446,BDK Carpeted 4 Piece Mat Safari Animal Print Auto Car Vehicle Universal Fit,Automotive,5,0,0,0,1,Tiger in my tank!,Such a happy addition to my ride!,31/08/2015
75,US,127661,R2JQC3ACXN2FTQ,B000EEU0IO,154219238,Kool Kooshion Wood,Automotive,5,0,0,0,1,Five Stars,Love the wood bead seat cover,31/08/2015
76,US,20727134,RZ4HU60D64ZO9,B00THPGZEY,989093761,"SKULL AND PADDLES extreme kayaking (size: 5"" color: DEEP PINK) Vinyl Decal Window Sticker for Cars, Trucks, Windows, Walls, Laptops, and other stuff.",Automotive,5,0,0,0,1,Love these stickers,"Love these stickers, I put them on my kayak and they look awesome.  I've used my kayak several times since putting them on and they are still looking good.",31/08/2015
77,US,23212386,R3MGKUFA25PI8Z,B0052FRT2A,556663812,Motorking Toyota Corolla Gray Replacement Set 4 Inside Door Handles,Automotive,2,0,0,0,1,Two Stars,Parts where not correctly made. Took some modification to fit. Would not purchase again.,31/08/2015
78,US,44080268,R1HUADLIK3HWHL,B00RV83UUG,766698993,"Penton(TM) 120w 24"" Inch Led Light Bar Work Lights Flood Spot Combo Beam Waterproof 10v-30v 3w*40 12000 Lumen for 4wd SUV UTE Offroad Truck ATV UTV",Automotive,5,0,1,0,1,Five Stars,Exactly what i needed. Thanks!,31/08/2015
79,US,25402244,RPTPASY6DSLXD,B00BYH6C1E,508432488,Drop Stop - The Original Patented Car Seat Gap Filler - Set of 2 (AS SEEN ON SHARK TANK),Automotive,5,1,1,0,1,How did I go on without this for so long ?,"Such a funny thing. But this product is great!  I am always dropping cel phone, credit cards and all kids of things down the crack.. No more! It blends in so you don't even notice it!",31/08/2015
80,US,42770772,R2U181ZAUP1UKO,B007GFK7S2,650379202,Scott Sports Diamond MX Grip,Automotive,5,0,0,0,0,BEST GRIPS AROUND !!,"Hands Down, These are the Best Grips out there and I have tried them all. My 3 Sons only use these Grips. Comfortable, Grip is perfect and they look awesome on any bike and a lot of color choices, Believe me. Get them !!",31/08/2015
81,US,127468,R2NI63AH1RQOLI,B0045T4PP8,923870830,Eyelash Black Decal Set for VW Mini Coopers Dodge Neon and Others,Automotive,5,1,1,0,1,Just perfect,Very nice. Easy to installer.,31/08/2015
82,US,2094145,RJJO18LYYABTN,B00KTJ0EA8,501171629,KeylessOption Keyless Entry Remote Control Car Key Fob Replacement for 22733524 with Key,Automotive,1,0,0,0,1,One Star,Wrong part the key only.,31/08/2015
83,US,40905694,R32W2AZN4A2NWW,B00OGA8Q38,420031860,"Shurhold (965) 6"" Combo Brush",Automotive,4,0,0,0,1,Great deck brush,"I really like this deck brush. The soft bristles are great for the hull, while the stiff bristles get the blood, guts and bait off the deck. Should work great on my RV as well.",31/08/2015
84,US,2234122,RBQ7YJC8OOAAJ,B0048FH2SQ,821901871,DashMat Original Dashboard Cover Chevrolet and GMC,Automotive,5,0,0,0,1,Five Stars,Great product fit exactly right,31/08/2015
85,US,126539,R2SWTGUKXI3SIL,B00ONH06I2,909241221,Diften 336-A0050-X01 - New O2 Oxygen Sensor Front or Rear Driver Passenger Side RH LH Driver/Passenger,Automotive,5,0,0,0,1,Five Stars,great,31/08/2015
86,US,1271679,R1M98X20BJXWMU,B00374PEKC,257369161,NFL Denver Broncos Car Floor Mats Heavy Duty 4-Piece Vinyl - Front and Rear,Automotive,5,0,0,0,1,Five Stars,Floormats are great and looks good in my car.,31/08/2015
87,US,45384554,R3SE64KPBGEOY6,B002KCKQZU,568213162,K&N AirCharger Performance Air Intake System,Automotive,5,0,0,0,1,The best cold air intake system .....,"This a great product , I wouldnt expect any thing less from k&n !! I am a firm believer in u get what u pay for and k&n is the best !!!.....theres better throttle response and better gas mileage ......all my vehicle get K&n , not junk knock offs ðŸ‘�",31/08/2015
88,US,42404264,R1V8L755CSCDMG,B00X668OGM,955028372,Front Pair of Bucket Seat Covers for Car - Rome Polyester Cloth,Automotive,4,0,0,0,1,Four Stars,Outstanding look nice.,31/08/2015
89,US,48481307,R8UF8DD5S831,B009X1XDZG,580950799,Spicer 5-760X U-Joint Kit,Automotive,5,0,0,0,1,Great replacements,Easy install.  Seem to be working great so far.  Installed in jeep wrangler tj,31/08/2015
90,US,22961605,RJEG4U2D8GU81,B00JJ9AZ26,529104465,AIMS Power (PICGLFREMOTE) Remote Panel for PICO Series,Automotive,5,0,0,0,1,but it looks like good quality,"I bought this one by mistake, but it looks like good quality.",31/08/2015
91,US,25678802,R2ASIZ3780W0LQ,B00JYX1WEW,334290380,Valterra T1046-12VP Waste Valve Extension Tube Kit,Automotive,5,2,2,0,1,Five Stars,replace my with not problem,31/08/2015
92,US,49742541,RIQPOTP30W7BH,B006OQ35GU,739253813,Camco RhinoFLEX Sewer Hose Swivel Fitting,Automotive,5,0,0,0,1,45 Degrees,Good quality,31/08/2015
93,US,7715141,R2OIVH6YHXOGXY,B012Y82YOA,148218312,"Car Window Roller Shade, By AutoMuko Retractable Car Sunshade for Side Window - Blocks Harmful UV Rays and Offers Effective Sun Glare Protection (2 Pack)",Automotive,3,9,11,0,1,Perfect block of sun rays,"I am actually using this for myself on the drivers side window as my commute is long and the PM sun shines in perfect alignment of my face and arm.  The heat is minimally reduced but it blocks the rays off my face.  My prime objective.  The annoying part about this, when you remove it from the window, the suction cups fall off too causing me to dig them out from wherever they fall.  (floor, under the seat, in between the seats)",31/08/2015
