,product_id,product_title,review
56,B00J9P80SQ,Cakeshop 12 x PRE-CUT Lego Movie Stand Up Edible Cake Toppers,four stars used sons birthday cake
57,B005KG7EDU,"Great Lakes Gelatin, Certified Paleo Friendly, Keto Certified, Collagen Hydrolysate, Peptides, Pasture-Raised Grass-Fed, Non GMO, 16 oz, FFP",five stars easy use hardly taste
58,B003L4BQ7S,"Cafe Britt Costa Rica Organic Shade Grown Ground Coffee, 12-Ounce Bags (Pack of 2)",five stars delicious smooth bitter free coffee
59,B00AO7I15A,Katz Gluten Free Donuts,two stars okay
60,B000F4GPC8,"Miso-Cup Soup with Seaweed, 2-Serving Envelopes (Pack of 24)",old stand delicious perfect easy healthy soup mix
61,B00509LVIQ,"Mauna Loa Macadamias, 11 Ounce Packages",yummy say yummy cant stop eating
62,B003SPM64C,"Royal Family Japanese Rice Cake Mochi Daifuku (Red Bean), 7.4 Ounce",satisfied delicious getting future
63,B00SF7L2IE,"30 Pack - Variety Flavored Coffee Sampler K-Cup for Keurig K Cup Brewers and 2.0 brewers - From Top Brand Names Green Mountain, Folgers, Van Houtte, Gloria Jean's, Timothy's and Starbucks",five stars super
64,B00Q541AQI,McCafe Coffee On Demand Single Serve French Dark Roast Coffee,five stars love coffee
65,B00CPZPYLS,Carrington Farms Organic Extra Virgin Coconut Oil,really good coconut oil really good coconut oil use cook supplement diet also good blemishes
66,B005HUVI40,"Donut House Coffee Collection, Green Mountain Coffee K-Cup Portion Pack for Keurig K-Cup Brewers",five stars great coffee
67,B00F288CNM,"Ben's Sweet & Hot Mustard | All Natural, No Preservatives | Award Winning Mustard (16oz)",five stars great mustard like says sweet little hot
68,B0063K4BPG,Krispy Kreme Glazed Chocolate Pies - - 6 Individually Boxed Single Serving Pies,im fan pies sweets im fan pies sweets yummy always eat one cheat day
69,B001E0YBM8,Rainbow Research Henna Hair Col Original And Conditioner Persian Medium Brown Chestnut - 4 Oz  (packaging may vary),beautiful result finally found allnatural way dye hair glad use
70,B004V3D2WK,Celestial Perfect Iced Tea Southern Sweet Keurig K-Cups,expecting southern sweetness tea expecting 34southern34 sweetness tea doesnt live southern descriptor opinion however good tea u add little sweeter youre golden
71,B000NMFXHU,Planters Original Peanut Bar (24 count),pleased peanut bars arrived promptly delicious fresh
72,B00N2ZPZ9Q,"Claey's Candies Lemon Drop Hard Candy, 6 Package Deal",five stars great product great value
73,B007TKX5I8,Sorbee Sugar Free Assorted Wild Fruit Lollypops Candy 1 Lb,tasty pricey really delish dont taste like sugar real flavor deduct two stars forbr 1 artificial sweetener used upsets stomach splenda sweetener usebr 2 way expensive dont think ill ordering unless price comes
74,B001EQ5ERI,Lavazza Caffe Espresso Ground Coffee,five stars great coffee
75,B00JX9HFSY,"V8 V-Fusion Peach Mango Flavored Vegetable & Fruit Juice + Energy, 8 oz, 6pk(Case of 2)",delicious energy knew could enjoy energy drink breakfast received product try review bzzagentcom love taste v8 vfusion energy taste peach mango combination delicious sweet fruit juice drink contains 50 juice also green tea added sugar selling point fiance diabetes try watch sugar intake well mild amount caffeine drink prefer much caffeine makes jittery v8 vfusion energy enough get busy morning would definitely recommend
76,B0000GHNUO,"Valentina Salsa Picante Mexican Sauce, Hot, 34 Ounce",five stars personal favorite
77,B001EYUE6G,"Green Mountain Coffee Lake & Lodge, K-Cup for Keurig Brewers",five stars great product arrived time
78,B00018RC2U,"Natural Touch Kaffree Roma, 7 Oz",great substitute regular coffee highly recommend used kaffree roma many years regular store stopped carrying guess finally found course amazon thank amazon cant drink regular coffee health problem product tastes close regular coffee get great substitute regular coffee highly recommend
79,B008HYNUHG,Gator Hammock Cooter Rub,good stuff good ive many times
80,B005MQKIXG,50 Nespresso OriginalLine Capsules variety pack: Intense Family - ''NOT compatible with Vertuoline'',three stars dented capsules
81,B00Y1C9770,"Jif Chocolate Nut Butter Almond Granola Bars, 5 Count Pack",choosie mommas choose jif bars im choosie mother choose jif granola bars sooooo good favorite chocolate oneits chocolaty cruncchy nutty peanut butteryi lovem kidsi received criwdtapper unbiased teview
82,B00DY0B2X2,"Pennant Deluxe Fruit Cake Mix, 16 Ounce",nice glazed fruit colors glazed fruits pieces colorful pieces distinct clumped together turns really nice taste good fruitcake
83,B001EO6CPI,Sweetleaf Liquid Stevia 2-Ounce,five stars love product sweetens without taste
84,B002CYIJUK,"Torani Coffee Syrup Variety Pack - Vanilla, Caramel, Hazelnut, 3-Count, 25.4-Ounce Bottles",five stars loves need little flavor
85,B001ET5Y52,"Newman's Own Organics Organic Raisins, 6.0 Ounce (Pack of 6)",husband enjoy 2 3 evening dessert tangy usually soft enough almost 34stewed34 way mamma used serve husband enjoy 2 3 evening dessert
86,B0039556K2,"Van Houtte Chocolate Raspberry Truffle Coffee, Light Roast, K-Cup Portion Pack for Keurig K-Cup Brewers 24-Count  (Pack of 2)",musthave absolute favorite
87,B00GISK49A,All 4 you Hot Sauce Clear Glass Dasher Bottle - Empty - 5 oz - 12 Pack,five stars best price found
88,B00BE1UI4M,Amy's Organic Refried Beans,love fantastic tons flavor youll never miss sodium
89,B00NVMIQE6,"YS Organic Bee Farms Certified Organic Raw Honey 100% Unprocessed, Unpasteurized - Kosher 32oz 2 Lbs",five stars gonna bu
90,B00BVUBP4I,Star Anise-1Lb-Whole Chinese Star Anise Pods,five stars lovely taste came packaged well
91,B008P2FSKC,"Pure Natural Miracles Cacao Nibs. Raw, Organic and Premium Criollo Variety.",five stars advertised
92,B0060RK7FK,Bali's Best Coffee Candy Individually Wrapped,coffee candy candy coffee candy ive bought good outstanding
93,B00KTIWIWQ,Red Yeast Rice,five stars fast shipping good product
94,B00W2ZGBNQ,Matcha Green Tea Powder - Dual Certified Organic - Ceremonial Grade (35g) - True Japanese 1st Harvest - 200 Years History by GREENHOUSE SUPERFOODS [1.23oz],great ceremonial grade matcha purchased ceremonial grade matcha three different vendors far best three isnt bitter smooth mouth feel
95,B00MGDVYCM,Emerald Cocoa Roast Dark Chocolate Almonds - 38 oz.,five stars delicious
96,B00NESWWIS,Fiber One Chewy Bars Oats & Chocolate: 36 Bars of 1.4 Oz,satisfying needed fiber diet decided try fiber one oats chocolate bars satisify need fiber love chocolatebr br bar 14 ounces provides 35 daily fiber 4g fat per bar bars made general mills bars chewy little crunchy naturally flavored ingredients bar semisweet chocolate chips whole grain oats barley flakes sugarcane fiber soy lecithin milkbr br great value hard cardboard box price would get went sams club bars regularly sold vending machines convenience stores great snacks kids inbetween meals take run take vacations anytime want something healthy eat gobr br pleased bars continue purchase
97,B00O8SQTIM,Gerber Good Start Infant Formula Sample Box,okay formula like working moms cant pump enough feed baby exclusively breast milk formulas preferred gentle version soothe version son overall arent favorite formulas felt like caused intestinal issues formulas im still stymied many formulas like soothe version use complex sugars babies getting sugars simple form like breast milk know probably cheaper company id prefer pay formulation closer breast milk opinion may work well lots people
98,B0064OLVFY,Cheese Wax 1 lb - Red,five stars love
99,B006ONNLNA,"Gustafâ€™s Traditional Dutch Authentic Double Salt Licorice (Dubble Zoute Drop), 7-Ounce Tub",actually salty expected like
