product_key,time_key,review_comment,vote_score,rating
12,46,better pedi first ill say im skeptical ive tried tons products promising new skin heels fancy youll never want wear shoes nothing worked heels probably typical women go gym wear sandals summer wear 34cute34 shoes kill us use pedi egg various 34sanders34 beauty brands time shower though simple things like homemade foot scrubs sanding lotion help nothing mean nothing worked like product weeks weeks researching humming hawing went sale bought heres tip success soak feet take nice long bath used bubbles made nice tea brought ipad watched 40 minutes tv pass time hate baths part hardest dried feet little still prune toed bath slipped pregel booties put pair husbands socks help keep place left mine 90 mins suggested blogger rinsed feet sheen smelled nice watched foot peel day 2 soaked feet foot bath 30 mins nothing exciting feet felt relaxed hot water day 3 whoa big toe previously callused peeled little couldnt help pick tiny bit reveal new skin felt like giant mound dead skin day 4 sides feet started peel along heels tiny bit continued soak daily 2045 mins also wearing socks sneakers week ive also sent texts multiple friends disgusted day 5 magic starts happen peelingeven around toenails thought nothing bad happening apparently dry dead skin resided right im day 8 majority peeling taking daily foot soaksbaths using washcloth rub dead skin foot bath today peeled little hand couldnt help much peeling happening theres bits lay bed rubbing sandpaper feeling feet together images silk feet pop head feel nice cracks calluses gone ill probably shed another day two done ill buy product recommend expensive pedicure woman dare try ive even done pedi razor cut skin heels worth felt pain feet look amazing theres really nothing besides trying hide feet molting youre diabetic allergic reactions fruit acids alcohol recommended 34help peeling34 along could hurt warnings package comes happy shedding everyonea washcloth rub dead skin foot bath today peeled little hand couldnt help much peeling happening theres bits lay bed rubbing sandpaper feeling feet together images silk feet pop head feel nice cracks calluses gone ill probably shed another day two done ill buy product recommend expensive pedicure woman dare try ive even done pedi razor cut skin heels worth felt pain feet look amazing theres really nothing besides trying hide feet molting youre diabetic allergic reactions fruit acids alcohol recommended 34help peeling34 along could hurt warnings package comes happy shedding everyone,18,10
76,46,great product advertised works much better manual toothbrush,0,10
48,46,temple overwelmed nice amount insence strong smell lasts long time use week nice find amazon,0,8
46,46,love lasted forever heats supper love lasted forever heats supper fat reat u hurry couldnt figure turn beginning hold 10 button,1,10
84,46,five stars gift friends loved,0,10
81,46,refreshing item arrived time described usually stay away rose scented products like way rosewater smells overwhelming use refresher face hot humid days,0,10
26,46,five stars good,0,10
18,46,five stars always,0,10
36,46,wonderful product got package 8 days ordering honestly think thats good timing everything advertise correct see photos im pleased come shape fact little longer nail arnt thick would issue arnt thin snap either kinda middle didnt file much little top due bit rough edges also used 100 acetone get worked perfectly highly recommend product seller looking types fake nails,4,10
19,46,fantastic products received clogged pores natural cleansing kit ten days ago since using daily wash moisturize facebr first let strt presentation kit came cute package box really liked pretty ws definitely looks like good gift friend love containers products renin box soap opens like flower holds bar place lotion secure glass jar feels like high quality durable products look nice counterbr br soap smells wonderful really like washing face leave dry sticky like cleansers cut soap four squares control much use betterbr br moisturizer fvorige part feels wonderful skin little enough cover whole face though sometimes two layers enjoy feeling really nice feels wonderfulbr br effectiveness products using em 10 days face feel little cleaner smoother softer dramatic change using short time expect greater results time update review accordingly thank aya natiral,1,10
40,46,five stars absolutely love fragrancebr always get compliments wearing,0,10
53,46,pleased bright apply make pleased,0,10
28,46,meets need temporarily n good product,0,10
98,46,good product ships quickly 2nd bottle good product ships quickly,0,8
55,46,wonderful eyeliners pencils use excellent eyeliners 34pencilstyle34 eyeliners use normally trouble pencils hard actually show well even skilled applying pencil liner notbr br really shimmer little trying put large bits glitter next eye either lighter colors ie gold dont show super well pale skin especially also wearing shimmery eyeshadow keep mind gold would look awesome darker skin without shadow make work without shadow pale skin wellbr br last day one following conditionsbr br 1 dont oily eyelidsbr 2 use setting powder finishing powder like translucent one elfbr 3 wear primer powder eyeshadowbr br oily eyelids dont 2 3 migrate trust done thatbr br wear contact lenses somewhat sensitive eyes give trouble great come easily enough makeup remover wipe dont need special remover get offbr br please note definitely shop around get best deal manufacturer good deals especially holiday shopping season,1,10
23,46,heats fast curls last however please heats fast curls last however please advised clips hold rollers place leave marks hair,0,8
49,46,three stars ive used long results yet honest review discount,0,6
1,46,good good,0,10
50,46,three stars help feel makes worse still bags eyes,0,6
21,46,satisfied nice hair gel pleasing scent holds medium longish hair day ive noticed dont use much gels keep hair doesnt become cementlike holds hair even im work sweating day also washes easier gels end day easier clean also would recommend friend,1,10
59,46,good buy color great comparable better nars liquid lipstick daredevil thats say dupe consistency finish different noticeable thing finish patchy wouldnt say deal breaker especially brickandmortar store bought 399 sight unseen tester matte dries somewhat quickly ends quite thick color chic although little different photo id say less mutedless burgundy good buy highest quality patchinessbr br edit writing review color backstage see colors kind mashed one listingbr br color stunner another one thing say think 34too purple34 go ahead spend five bucks probably purple purple enough,0,8
34,46,three stars nice iwll buy,0,6
88,46,great product husband happy product,0,10
67,46,five stars nice iwll buy,0,10
11,46,face kids said burned eyes,0,4
74,46,say works wonderfully skin either standalone foundation although packaging could improved end much powder dispenser applying say works wonderfully skin either standalone foundation multiple layering top layer liquid foundation happy found product,0,8
15,46,one star burned arms gave someone else would buy,0,2
42,46,bad quality frames nice looking glasses arms glasses two pieces connected together opened glasses noticed one arms connected slid apart putting glasses contacted amazon return glasses order replacement pair replacement pair arrived saturday guess exact problem pair returned horrible quality,0,2
97,46,smudge proof amazing great mascara big tube triangular top downside mascara fact smudge proof waterproof blonde eyelashes full long wear black mascara tend look like falsies want mascara going stay put make look even fuller mascara perfect smaller wand making easier apply 1 coat needed dark full looking set eyelashes love itbr br sample provided,1,8
78,46,extremely disappointed size products ordered extremely disappointed size products ordered appeared much much larger photos reality products actually small inconvenient use intended purpose,0,2
80,46,love hair looks use tool works faster old smaller three barrel iron love hair looks use tool modern waves,0,10
98,46,using 6 days using 6 days im sure given product fair chance need write ive used least 3 weeks,0,6
38,46,feel like cannot live without using cream years feel like cannot live without,4,10
63,46,five stars amazing id like receive offer one pack buy,0,10
87,46,four stars magnification great putting eye makeup use travel great idea,0,8
95,46,save money months really hasnt noticeable difference,1,6
20,46,really ewxpected like mens facial products clubman favorite mine got facial product really knowing sooths irritation found product nothing special first put overcome alcohol smell dissipate past though imagine ispropyl alcohol gel form remaining scent smells like floral clubman like overpowering though disappears fast product dissipate quickly maybe absorb skin left sticky tacky feeling skin putting moisturizer balm cant imaging leaving facial skin alone putting stuff onbr use purchasing,0,6
44,46,ball roll pretty well trouble simply due 2ml tiny ball roll pretty well trouble simply due size constraints,0,8
7,46,smells nice much product price smells nice much product price seems contain good amount tea tree oil feel using thin works great using demodex overpopulation keeps bay,0,8
85,46,since substituted product serum extremely happy use night wasnt sure product working clear skin month stopped using week picking back turns product really seem work biggest concerns breakouts wrinkles sun spots using prescription retinol product deal issues since substituted product serum extremely happy use night moisturizer would highly recommend,0,10
37,46,high quality sleeping mask contours face live streetlight lit area even blackout curtains trouble falling asleep one thing ive noticed really helps sleeping masks said ive tried quite havent found one completely blocked light comfortable wear mask different possibly one best ive ever worn bed purchased homemade one etsy still favorite like owl print one half price good quality im rating 5 starsbr br first thing noticed sleeping mask thickness light going get mask seems little bulky first especially youre used thin silk masks commonly sold said get used wearing something like youll notice significant difference amount light gets truly create blacked environment really nicebr br mask fit head perfectly pretty average head size think fairly say mask adjusted fit anyone mask adjusted little sliding adjusters clasp back secures mask around head company boasts clasp wont snag hair snaggly fine hair far hasnt gotten tangled hair although sometimes accidently clasp strands hair clip pulls roll around put hair low pony tail avoid problembr br one thing really love mask contoured fit around bridge nose sleeping masks dont adequate fit around nose small gaps light get case mask fits snug around curves face literally light gets something etsy eye mask feature really appreciated specific mask jewish nose big nose fits well itbr br overall really like mask clasp sometimes clips onto hair thats fault careful great product quality sewn made good materials pretty leafy design got emerald forest print fits well face id definitely recommend mask anyone looking sleep aid itd make great gift comes pretty boxk feature really appreciated specific mask jewish nose big nose fits well itbr br overall really like mask clasp sometimes clips onto hair thats fault careful great product quality sewn made good materials pretty leafy design got emerald forest print fits well face id definitely recommend mask anyone looking sleep aid itd make great gift comes pretty box,0,10
9,46,love add tea tree oil hair products love add tea tree oil hair products help scalps smells amazing tea tree many great benefits wonderful dealing skin bacteria dropper makes easy get perfect amount every time,0,10
6,46,favorite makeup remover pads favorite makeup remover pads however opened first jar pads bit dried sure older stored properly still get job done use several pads instead two local drugstore stocks get,0,6
25,46,like fresh breath feel using crest pro health like fresh breath feel using crest pro health advanced mouthwashbr trust review part shopper army,0,10
70,46,good razor good price good razor good price,0,8
60,46,god may things looked god may things looked n line wil using sorts home remedy34sbr received review,0,10
56,46,color like pics wash nicely exactly described tight fit color like pics wash nicely,0,10
32,46,wouldnt write home like doves men line good great scent fine subtle good job lathering nothing notable wouldnt recommend soap brands also wont decry theres good enough okay,0,6
51,46,great price fast described great price fast shipping,0,10
58,46,four stars little darker wanted coverage great,0,8
69,46,five stars true long lasting results,0,10
62,46,good colors though fan one much id much prefer naked palette good colors though alright price,0,6
10,46,happy never smoked always 34puckered34 lips went put lipstick day saw pleasant surprise lips smooth unwrinkled happy,2,10
72,46,five stars love colorlike muted pink perfect,0,10
45,46,five stars best lotion ever used,0,10
75,46,five stars excelente,0,10
22,46,five stars compact easy use traveling,0,10
68,46,dont really like often makes neck hurt worse dont really like often makes neck hurt worse maybe fat hard,0,2
27,46,great scent reasonable price son loves hard find shelves stores great scent reasonable price,0,10
93,46,heathy lovely smelling frizz free hair hallelujah love thick great smelling shampoo conditioner hair highlighted regularly gets keratin treatments living humid south product keeps hair smooth healthy ps little goes long way,5,10
86,46,five stars nice oil enjoy brand,0,10
2,46,high quality tweezerman like impressed tools high quality 34tweezerman34 like impressed,0,6
92,46,5 star great productdoes jobreasonably priced good product good price product difficult find store shelves wife uses swimming pool important available get cholrine getting quantity makes life simple product excellent job recommend,1,10
47,46,five stars great product,0,10
64,46,junk going use shaving junk worth four bucks,1,2
29,46,deva light defining gel shout lightly curled hair used every product imaginable hair need volume holding quality deva light good hair job well tested animals use deva products find fairly priced excellent curly hair nothing said amazon always time helpful people phone great service,0,10
25,46,like mouthwash like mouthwash great taste seems work feel like mouth cleaner taste pretty good slight taste sure describe first tasted little like bubble gum changes back mint burn real plus hate mouthwash burnsbr trust review part shopper army,0,10
8,46,five stars great product,0,10
73,46,love use straight use dry aging skin care love use straight bottle also add serum make moisturizes conditions skin feels looks fabulous cant say enough price great,0,10
179,20,side effect take combination bystolic 5 mg fish oil,27,9
133,6,son halfway fourth week intuniv became concerned began last week started taking highest dose two days could hardly get bed cranky slept nearly 8 hours drive home school vacation unusual called doctor monday morning said stick days see school getting morning last two days problem free much agreeable ever less emotional good thing less cranky remembering things overall behavior better tried many different medications far effective,192,8
146,4,used take another oral contraceptive 21 pill cycle happy light periods max 5 days side effects contained hormone gestodene available us switched lybrel ingredients similar pills ended started lybrel immediately first day period instructions said period lasted two weeks taking second pack two weeks third pack things got even worse third period lasted two weeks it039s end third week still daily brown dischargethe positive side didn039t side effects idea period free tempting alas,17,5
157,52,first time using form birth control i039m glad went patch 8 months first decreased libido subsided downside made periods longer 56 days exact used periods 34 days max also made cramps intense first two days period never cramps using birth control happy patch,10,8
108,74,suboxone completely turned life around feel healthier i039m excelling job always money pocket savings account none suboxone spent years abusing oxycontin paycheck already spent time got started resorting scheming stealing fund addiction history you039re ready stop there039s good chance suboxone put path great life found sideeffects minimal compared oxycontin i039m actually sleeping better slight constipation truly amazing cost pales comparison spent oxycontin,37,9
110,56,2nd day 5mg started work rock hard erections however experianced headache lower bowel preassure 3rd day erections would wake amp hurt legankles aches severe lower bowel preassure like need go 2 can039t enjoyed initial rockhard erections side effects 230 months supply i039m 50 amp work 3xs week worth side effects,43,2
142,84,pulled cummed bit took plan b 26 hours later took pregnancy test two weeks later i039m pregnant,5,1
102,41,abilify changed life hope zoloft clonidine first started abilify age 15 zoloft depression clondine manage complete rage moods control depressed hopeless one second mean irrational full rage next dr prescribed 2mg abilify point feel like cured though know i039m bipolar disorder constant battle know abilify works tried get lost complete control emotions went back golden 5mg 2x daily 21 better ever past side effect like eat lot,32,10
137,69,nothing problems keppera constant shaking arms amp legs amp pins amp needles feeling arms amp legs severe light headedness appetite amp etc,11,1
126,75,pill many years doctor changed rx chateal effective really help completely clearing acne takes 6 months though gain extra weight develop emotional health issues stopped taking bc started using natural method birth control started take bc hate acne came back age 28 really hope symptoms like depression weight gain begin affect older i039m also naturally moody may worsen things negative mental rut today also hope doesn039t push edge believe depressed hopefully it039ll like younger,1,8
173,40,medication almost two weeks started 25mg working way 100mg currently 50mg headaches far 23 crippling migraines week lost 52lbs far note really paying close attention eating lot weight lose weight loss side effect want help along much side effects word recall issues exist memory issues worst seems vision disturbances times driven i039m sure would safe good news seems wearing offi tons energy great mood,19,9
138,85,taken antidepressants years improvement mostly moderate severe side affects makes go themi take cymbalta mostly painwhen began deplin noticed major improvement overnight energy better disposition sinking low lows major depression taking 3 months feel like normal person first time ever best thing side effects,54,10
160,27,crohn039s resection 30 years ago mostly remission since recently bad flare narrowing anastomosis need medication haven039t found one handle asacol gave serious body aching fatigue could function pentasa immediately gave heart palpitations arrhythmias discontinue,8,4
115,92,little bit lingering cough cold giving much trouble except keeps night heard good took could get sleep helped tremendously cough bad stomach cramps diarrhea hadn039t eaten anything upset stomach didn039t really feel like quotbugquot looked side effects delsym wish done first probably wouldn039t taken worked cough still didn039t get sleep due stomach issues,1,4
153,34,started nexplanon 2 months ago minimal amount contraception039s take due inability take hormone used birth controls i039m trying give time one options right honestly options i039d get removedi039ve never acne problems life immediately broke getting implanted sex drive completely gone used sex boyfriend days week completely forced even fun anymore mean i039m birth control like sex don039t want get pregnant take birth control takes away sex unhappy hope get back time i039m getting removed,10,3
143,81,taking saxenda since july 2016 severe nausea month got 26 dosage since subsided side effect notice dry mouth make sure drink 25 litres water day 10 glasses helps weight loss well constipation reducing dose find comfortable spot still losing weight don039t feel like medicating 18 working well also feel wearing fitbit really helped track food water exercise steps keeps moving started could barely walk length without getting winded lost 58 lbs far,20,9
178,94,drug worked well cleared uti matter 48hrs although 7 day course 2x200mgdaily unfortunately tablets finished infection returned needed 2nd course i039m currently taking low dose evening keep infection bay specialists tests normally get every side effect going dread taking new medication form especially horrific experience ciorofloxacin side effect experienced itchy ankles feet day two didn039t last third day would class minor side effect insignificant good luck,0,9
101,86,i039ve taking amitriptyline since january 2013 diagnosed fibromyalgia tried cymbalta week dr decided since kept awake 247 wasn039t good fit even though relieved pain started 25 mg 2 weeks breakthrough pain dr increased dosage 50mg i039m still dosage today first full year never pain felt 039cured039 time went seems help control pain still pain low manageable level take around 7pm evening avoid feeling overly drowsy mornings med allows fairly normal life,39,9
139,38,i039ve every medicine sun seems manage hypomania mania bipolar2 within days starting lamictal tegretol someone turned light head way quotnormalquot people think one first things struck sleep like log irritability almost anger would considered normal able focus creative impulsive thoughts decreased enough manageable it039s god send would perennially state hypo mania sounds great physically emotionally exhausted libido markedly lower wonder perhaps effect hypo manic take 20 mg anxiety,18,10
154,47,tasigna 3 years 300mg x 2 times day tasigna worked within weeks remission basically entire 3 years side effects feel sick stomach tired severe leg arm pain can039t walk long without needing break went working full time working tired time hey remission alive really problem nope,11,10
104,8,spring 2008 hospitalized pnuemonia diagnosed lyme diease full blown aids cd4 count quot11quot viral load number high millions could never remember taking combivir kaletra dapsone 1st year stopped working started kaletra dapsone cd4 count 209 rising weeks aggressive broke dishes house lol take vitamin supplements drink boost pluz every day life good,11,8
175,60,insomnia it039s horrible story begins pcp prescribing prozac help intestinal issues desperate tried 3 weeks stopped insomnia prescribed ativan addicting rebound insomnia 14 days hardly sleep l tried doctor one time asked trazadone told good medication insomnia put 25 mgs stated may figure dosage best currently taking 100 mgs low range prescribed 400 mgs high end insomnia dry mouth nasel congestion live sleep yeah,43,10
128,36,nexplanon job worry free sex thing periods sometimes light sometimes heavy sometimes go away sometimes show unexpected also feel somewhat depressed sure nexplanon i039ve nexplanont 2 months despite side effects effective birth control i039ve ever used plan taking,11,9
125,93,live western australia disturbed comments cost embrel cost ordinary prescription 36 government pays remainder cost chemist also go medical centre every saturday morning dr looks prescription advises nurse administer injection also cost part nurses duties unsure country people made comments referring cost nobody administer injection lucky live australia best health system worldwide everybody given opportunity receive proper medical help whether rich poor discrimination,4,10
172,88,use cream comes turned hooha burning ring fire 1 work tomorrow it039s going sleepless night,7,1
106,57,prescribed one dose course one day took 4 pills 250mg light lunch nausea mild stomach painsupset lying alleviate discomfort threw 3 hours later called doctor check needed take another dose said body would absorbed pills still experiencing mild stomach pains nausea mostly gone,7,7
122,32,i039m writing second review vaniqa started using february year twice day although daystimes forget want say delighted found totally completely changed life terrible male pattern hair growth cheeks chin upper lower lip starting grow neck used pluck 2 hrs time every 3rd day never hair free wouldn039t kiss anyone hello goodbye even plucked stubble could felt skin 3 months im scared caught bright sunlight pluck around fortnight takes around 10 mins hairs coming soft downy life transformed,99,10
114,79,hi son 12 diagnosed 2nd grade tried everything medication tried meds first one made loose weight fast second gave nasty tic thankfully went away soon stopped med third worked couple years around january last year started problems doctor recommended daytrana wonderful son easy use handles day takes gets home school patch effects last long enough homework issues weight gain sleep uses melatonin bed feels like able shut shortage killing us,11,10
103,43,honestly taking ativan 2 years 1mg twice daily help used tool panic attacks solution tried many antidepressants well cymbalta cipralex couple best thing talk close friends family even psychiatrist talking people venting honestly best thing even though takes lot power would love hear people opinion,47,6
134,22,first suffered included splitting head pain nausea vomiting started using excedrin helped took right away started work well anymore one really bad one lasted hours still throwing 9 pm throwing blood went er finally got put iv hydrate added imitrex bag soon started feeling side effects head felt like going pass breathing became labored felt like someone sitting chest said meant working two minutes everything gone got pills take home worked okay fast,6,8
106,9,good response useful,1,10
166,13,1 week zoloft anxiety mood swings take 50mg mornings breakfast nausea day one subsided week went get jitters 2 hrs taking followed yawning feel much better though less angrystressed,3,8
174,23,30 years old multiple composite spinal injuries 15 years ago aches pains unbearable started taking antiinflammatories 2 years ago started getting injections every month toradol quotdepoquot something almost pain meds mean still bad days function,16,10
172,48,burning control 20 minutes inserting sat bath trying get stuff awful,2,1
181,66,taking viberzi month ibsd can039t happier zero side effects thank making normal,15,8
148,42,reduced pain 80 lets live normal life,82,10
120,59,much pain last 2 years suffered brain tumour lot pain point morphine everyday year brain surgerybut pain pill came pretty close serious pain point blacking hot cold shivers sat pain feeling like trapped windindigestion it039s ahhhh don039t take,10,1
150,7,morphine least 7 yearsit medicine seems manage pain without would bed 90 time life,19,8
151,91,taken least 56 times last 10 years major problems since first time causing major fatigue last time took 3 year039s ago severe cramps enough time get bathroom went hospital doctor said didn039t work good enough go home second round went back next day process energy last night even worse times gagging night severe cramps tried second dose morning started throwing called office said stop doctor done said didn039t evacuate enough,0,2
177,14,similar experience tremors hands really noticeable someone watching unless looking relief delusions experiencing problem going 16 years anticipate magically disappear didn039t clarity thinking experience medicine really helps,45,9
129,89,prone yeast infections believe it039s due birth control well unprotected sex fluconazole always cleared yeast infections 2 doses side effects,9,8
113,53,finishing second week taking contrave lost 10 lbs interesting experience drug definitely appetite suppressant yet help control urge eat mild side effects stomach discomfort slight headaches along constipation easily manageable considering taking medication please keep mind still need work exercising eating right medication really help helped get motivation back exercise definitely helps cravings eat making easy eat need healthy use coupon give drops cost 70,9,8
112,1,medication changed life panic attacks control barely able leave house within 2 days moderate changed new person 15 years ago dosage never changed,30,9
147,33,taking medicine due lower back trouble first took worked great put sleep,55,5
180,61,gp started venlafaxine yesterday help depression changea hour taking feeling sick couldnt stomach food fluids thought keep told come side effects would get bettertook another one last night ill couldnt stand sick sweating shaking thought going pass get sleep hopeing feel better morningtook another one felt spaced dry mouth shaking sick booked see gp make sure feeling like find put wrong dose 375mg put 150mg right dose hope better,3,4
141,50,initial testing vl 6 million received meds saturday 2 days prior testing establish baseline started received pills 2 days 5 hours later got blood test establish vl taken 3 pills point vl 700 vl 4 weeks 0 vl 8 weeks 0 12 weeks 0 2 weeks til 1st eot test feel cured side effects next nothing,0,10
141,39,side effects light fatigue bit headache find easier take hour dinner way better triplethreat approach blood work indicate beggining stages cirrhosis also hep b 1994 far it039s like miracle fatigue nothing you039ve suffered jaundice 039sickie039 symptoms hep c cause it039s business usual,94,9
170,10,helps sadness strongly counters moderate urges drink stressful confusing time life,22,8
171,78,24 year old male uk normally would go every hour even drinking small amounts water drinksi took medication two weeks noticed right away would go less often toilet much easier dispense urine unfortunately stop taking medications side effects outweighed benefits found would incredibly intense mood swings aggression feel clumsy dizzy time blurry vision memory problems mind blanks runny nose weakness tirednessi trying betmiga lets see,10,4
117,67,battled nasty uti month amp went 3 different antibiotics till doctor finally gave one makes terribly sick stomach end completely worth felt completely back normal 2 days,44,7
119,96,hey guys it039s 4 months since last post wanted give months see going work trulicity six months metformin hit five month period diarrhea gas sulphur belching finally subsided longer side effects however still haven039t lost weight think first started trulicity taking glimepiride one side effect weight gain think two meds fighting lol back metformin trulicity week see diagnosed stage 3 chronic kidney disease ckd 3 watching diet closely,24,10
136,16,intuniv work son bouncing walls taking major issues class seems work opposite,23,1
107,15,pain management doctor put butrans patches 6 weeks ago 5 mg dose first box four lifesaver agony work able sleep two weekends two years i039m hoping bump ten mg dose soon cut norco chronic pain many years many medicines including oxycontin patch best far,125,8
165,55,got heart palpitations really bad like almost constant taking 40 mcg one puff twice day switched flovemt well,16,1
156,83,mother died lung cancer last hope medication within couple months gone,6,1
102,72,abilify 20 mgi patient diagnosed disorganized schizophrenia depression schizoaffective disorder bipolar experienced sensitivity emotions well react feelings really don039t feel normal quotsexual frustrationquotand wouldn039t say increaseddecreased feel less anxious medication seemingly ease take medication hard step people telling actually better pill half life ago didn039t quotmental illnessquot suddenly become someone else weight fluxuate drug feel due stress factors outside regular environment feel place good surroundings support much better person much happier life routine feel like referred enlongated periods sleep depression events surrounding certain time frames hence thoughts reactionsabilify aripiprazole instant reaction drug concern wellbeing nervous one people taking drug till stars fade every day last doctors seem say thing quotthis medication working youquot blood tests go hospital freqently finding anything charts everything always normal vitals thought consider medication works showing side effects accepting feel hold patience value care around help better mentally virtue feel type person curbside answers things wonder deeply guess don039t know people would agree ask women taken abilify pregnancy wondering reaction question 30 year old female diagnosed mental illness starting 2004 started take abilify 20 mg 2004 present overall since medication threatening feel embrace,26,10
164,73,i039ve utis 7 years recent one lasted 24 days far went doctor prescribed pyridium twice day hopeful unfortunately didn039t work burning urinating still i039ve three days far also discomfort hours day may work well others body doesn039t accept nothing going doctor useless go straight urologist,8,1
140,19,great experience far latuda started taking 40 mg nov worked great week crashed dr put 80 mg i039ve great ever since i039m afraid though sex drive completely disappeared it039s latuda i039m going go itand hate go something that039s working well however i039m also pretty high dose lexapro dr thinks it039s likely side effect we039re decreasing hopefully work otherwise i039m feeling really good i039m really afraid i039ll go,39,8
109,37,love mouth sores ulcers like wellbutrin gave completely quit smokingthis works,15,10
135,45,never depo suppose b ideal candidate first 6 months ok bit moody fine weight gain something changed constantly bleeding getting horrible hormone spots normally clear skin mood swings increasing 14 months decided taken ordeal b tricky doc remove 3 anesthetics stitches later it039s simply worth hassle,1,2
121,77,med 5 years worked fine great stopped panic attacks gave relief every day nervousness experiencing took months side effects diminish first started taking leave insomnia night sweats lack sex drive poor orgasms orgasms,23,6
118,12,put yasmin 6 months regulate cycle reduce acne flareups worst 6 months life gained 20lbs come easily stopping pill experienced horrible mood swings heavier periods acne breakouts breakthrough bleeding nauseous time pill seems agree people definitely agree went femcon year stopping yasmin experienced virtually side effects,8,3
107,44,love butrans patch relieved half pain know take less half pain killers patch change patch every saturday miss 24 hours pain starts reside heavy drinker would advise trying patch,47,10
135,17,8 months sad say it039s caused nothing self esteem become lower i039ve gained 10 lbs i039m 22 fast metabolism thought started slow didn039t make sense breasts got smaller lost complete sex drive breasts aren039t sensitive anymore like used i039m emotional even crying times thing say 100 effective worth done body started breaking body face well,2,1
155,25,birth control considering getting pregnant used types birth control pill patch etc decided get back birth control didn039t want worry taking daily pill requested nuvaring started nuvaring felt inside body lot cramps days later started experiencing cramps strong upper stomach pain bad missed work week finally ended going er couldn039t figure wrong finally asked doctor nuvaring side effects,9,5
163,41,took prepopik first colonoscopy i039m 25 found effective orange flavor tolerable bad cramps terrible side effects taken magnesium citrate night already cleaned somewhat issue ended dehydrated showed colonoscopy fever try drink much fluid prep drank plenty liquid coming going overall would recommend prepopik side note insurance didn039t cover office go available recommend asking office available insurance won039t cover pharmacy,6,9
176,53,hit three month point tretinoin 05 i039m happy really depressed skin first two months i039ve never bad acne cream made horrible acne knew worst part would fine i039ve inly two zits since i039m left scars fine try even you039re scared i039m glad it039s worth,13,10
121,26,medicine saved life wits end antidepressants ready give doctor finally prescribed many failed medications glad honestly know would without effexor xr side effects mild compared antidepressants tried drowsy first couple days tolerable highly recommend severe depression would also like mention people realize light end tunnel get better never give,166,10
132,71,caused gain 30 pounds,2,2
