,day,date,month,year,product_name,category,review,rating,vote_score
23,Monday,31,8,2015,Baggallini Town Tote -Giraffe Printed,Shoes,never travel without sturdy great travel tote lots pockets back pocket unzips bottom place bag handle suitcase easy transport never travel without,10,0
24,Monday,31,8,2015,Refresh Mara-06 Womens Ankle Strap Comfort Wide Band Platform Wedge Sandals,Shoes,great price comfortable little loose feet,8,0
25,Monday,31,8,2015,Nike Men's KD VII BHM EP BHM-BLACK/WHITE-WOLF GREY,Shoes,five stars comfortable,10,0
26,Monday,31,8,2015,adidas outdoor Men's Ax 2 Hiking Shoe,Shoes,four stars everithing good,8,0
27,Monday,31,8,2015,Baggallini Sling Crossbody,Shoes,love love bag saw boutique store 78 decided see amazon great price awesome wellmade bag w oodles pockets easy organization plus lovely color,10,0
28,Monday,31,8,2015,Nine West Women's Blustery Suede Ballet Flat,Shoes,nice shoes nice shoes little snug,6,0
29,Monday,31,8,2015,DC Men's Court Graffik SE Skateboarding Shoe,Shoes,four stars nice durability comfortable stylish,8,0
30,Monday,31,8,2015,Skechers Sport Men's Equalizer Persistent Slip-On Sneaker,Shoes,fit fine assume fault pair sketchers second pair ive bought left shoe fit well right left slightly loose first pair go walk sketchers bought fit fine assume fault lie left foot disappointed given price,4,0
31,Monday,31,8,2015,Sanuk Women's On The Prowl Flat Shoe,Shoes,satisfied customer flat feet large width 1st times bit snug uncomfortable wear times comfy casual shoes yet material made bamboo didnt help comfort first times wearing either,8,0
32,Monday,31,8,2015,Under Armour Women's Valsetz Boots 10 Black,Shoes,confortable thing liked tall boots lights confortable thing liked tall,10,0
33,Monday,31,8,2015,Comfy Feet Womens Snooki House Slippers,Shoes,one star expected would order,2,1
34,Monday,31,8,2015,ASICS Men's GEL-Contend 3 Running Shoe,Shoes,five stars second pair different color excellente,10,0
35,Monday,31,8,2015,Luxehome Women's Cozy Fleece House Slippers,Shoes,comfortable soft perfect slippers adorable soft inside love rubber sole comfortable size 8 read reviewers runs little larger size go size 6575 fits wonderfully,10,0
36,Monday,31,8,2015,Relic Caraway Double Shoulder Bag,Shoes,used yet brand new work great larger anticipated used yet brand new work great,10,2
37,Monday,31,8,2015,New Balance Women's W850v1 Running Shoe,Shoes,returned pair asics returned pair asics cumulus okay ordered big fault really didnt like look much anyway got enough arch support personally width good wide foot im kind glad didnt order right size would probably kept much happier asics bought instead feel like im walking cloud shoes felt little stiff like cardboard,6,0
38,Monday,31,8,2015,Columbia Women's Bugaboot Snow Boot,Shoes,arch ankle support exellent arch ankle support critical type boot boots,10,1
39,Monday,31,8,2015,Ariat Women's Krista Pull-on Steel Toe Western Cowboy Boot,Shoes,wide width boots order 9c wide width received box shoes marked 9b went return told 9cs mismarked well narrow returning refund would suggest looking wide width,2,0
40,Monday,31,8,2015,West Blvd Athens Riding Mid-Calf Riding Motorcycle Biker Low Heel Boots,Shoes,overall excellent boots love shoes got wear around town look cute comfortable added insoles add extra arch support long walking days overall excellent boots,10,0
41,Monday,31,8,2015,Brooks Mens Ravenna 6,Shoes,five stars great luck brooks running shoes offer great stability effectively cushion feet,10,0
42,Monday,31,8,2015,adidas Performance Women's Galaxy Elite W Running Shoe,Shoes,five stars nice,10,0
43,Monday,31,8,2015,New Balance Women's WW411 Health Walking Shoe,Shoes,pleased fits expected fast delivery pleased,10,0
44,Monday,31,8,2015,"Women's Fun Design Lightweight & Comfortable Nurse Clogs Plus A FREE ""SHOP USA"" Brand Eyemask (RUNS BIG)(Paisley) 9",Shoes,giant cheep cheep made china although advertised made america size big going back,2,0
45,Monday,31,8,2015,adidas Performance Men's Thrasher 1.1 M Trail Running Shoe,Shoes,five stars love ordered 12 size larger normalthey fit perfectgreat gym shoe,10,0
46,Monday,31,8,2015,Sperry Top-Sider Men's Sea Kite Sport Boat Shoe,Shoes,excellent style quality initially bought 11 exchange 12theyre fine usually wear 11 guess ran little small could style shoe rather dress oxford,10,0
47,Monday,31,8,2015,Merrell Men's Mojave Mid Waterproof Hiking Boot,Shoes,great boot merrell great boots fit feel great wear everyday concrete floors third pair,10,3
48,Monday,31,8,2015,adidas Outdoor Women's Terrex Fast X GTX Hiking Shoes,Shoes,five stars love shoes best hiking shoe ive ever,10,0
49,Monday,31,8,2015,Aerosoles Women's Wip Zone Sandal,Shoes,perfect sight seeing shoes love sandals cushioning comfortable yet attractive easy put,10,0
50,Monday,31,8,2015,Brooks Womens Ariel 14,Shoes,brooks makes great shoe great arch support fair didnt fit doesnt mean dont fit brooks makes great shoe great arch support,6,1
51,Monday,31,8,2015,zeroUV - Retro Half Frame Semi-Rimless P3 Round Horn Rimmed Sunglasses,Shoes,bit disappointing otherwise theyre good pair sunglasses theyre lot darker pictured backlit see tortoiseshell pattern otherwise look dark brown bit disappointing otherwise theyre good pair sunglasses look wellmade feel sturdy,8,0
52,Monday,31,8,2015,Birkenstock Unisex Como Thong Sandal,Shoes,five stars love bostons love finally made male flip flop great comfort,10,0
53,Monday,31,8,2015,Crocs Women's Cyprus IV Heel,Shoes,five stars happy purchase,10,0
54,Monday,31,8,2015,Shoe Goo Repair Adhesive for Fixing Worn Shoes or Boots Clear 3.7-Ounce Tube,Shoes,fixed everything love,10,0
55,Monday,31,8,2015,MyLuxÂ® Women Fashion Designer Rhinestone Studs Tote Handbag 900,Shoes,missing rhinestones small opening love sparkle bagafter one reasons purchasing however missing 2 rhinestone studs area missing studs quite noticeable reason purchase like large bagswhile size bag okay opening small disappointed thatbut oh well ordering online always hit miss,8,9
56,Monday,31,8,2015,Reef Women's Scrunch TX Flip-Flop,Shoes,five stars perfect,10,0
57,Monday,31,8,2015,Vans Unisex Era Sneakers,Shoes,four stars wife super excited first trip disney,8,0
58,Monday,31,8,2015,BOBS from Skechers Women's Pureflex Fashion Slip-On Flat,Shoes,top line quality exceptional colors happy shoes great colors many manny compliments love would recommend everyone,10,0
59,Monday,31,8,2015,ASICS Men's JB Elite Wrestling Shoe,Shoes,makes look cool like loooooove product much 603br makes look cool like superman,10,0
60,Monday,31,8,2015,ASICS Women's GEL-Nimbus 16 Running Shoe,Shoes,five stars love shoes comfortable,10,0
61,Monday,31,8,2015,Shoes 18 Womens Canvas Shoes Lace up Sneakers 18 Colors Available,Shoes,great little cheap canvas shoe walking biking whatever really love style shoe sturdy slip less bulky true sneaker pair yellow got greasy biking switched black theyre holding well comfortable seem like would survive run washing machine wanted clean happy purchase,10,0
62,Monday,31,8,2015,Puma Trinomic XS 850 Mi Mens Black Sneakers,Shoes,five stars sweet,10,1
63,Monday,31,8,2015,Etonic Women's Minado 5 MC W Walking Shoe,Shoes,five stars excellent shoe great quality great price,10,1
64,Monday,31,8,2015,Sperry Top-Sider Womens Angelfish 2-Eye Critters Boat Shoe Ivory 7 M US,Shoes,may need inserts achieve correct fit add inserts back heel size 65 small ad size 7 big narrow heels inserts stick inside back shoe fit great,8,1
65,Monday,31,8,2015,ASICS Men's Gel Kayano 21 Running Shoe,Shoes,five stars terrific shoe reasonable price promptly delivered thanks,10,0
66,Monday,31,8,2015,"Timberland Pro Men's Titan 6"" Lace-to-Toe Safety Toe Boot",Shoes,find need lace pretty tight keep toes rubbing composite boots typical timberland comfort heavy wear day find need lace pretty tight keep toes rubbing composite protective toe boot seem like good boot right box rule thumb get 1 year every 100 spend would guess roughly year soles start cracking also typical timberland boots work boots beat year quite honestly comfortable,8,0
67,Monday,31,8,2015,Skechers Kids Damager Game Kicks Light-Up Sneaker,Shoes,five stars grandson sam loved couldnt wait try show cousins,10,0
68,Monday,31,8,2015,Salomon Women's Fellraiser W Trail Running Shoe,Shoes,five stars love,10,0
69,Monday,31,8,2015,Oakley Jupiter Non-Polarized Square Sunglasses,Shoes,oakley always excellent quality glasses oakley always excellent quality glasses lenses nice strong green color cant seen worn,10,0
70,Monday,31,8,2015,AVIA Men's Avi-Union Service Shoe,Shoes,five stars perfect fit add another sole extra comfort,10,0
71,Monday,31,8,2015,White Mountain Women's Icon,Shoes,shoes far comfortable wedges ive ever put feet shoes far comfortable wedges ive ever put feet hate wearing heals love shoes black well,10,0
72,Monday,31,8,2015,Propet Women's Mary Jane,Shoes,fantastic support comfortable day long ordered pair mother swollen feet loves shoes said theyre comfortable likes fact adjust strap needed fantastic support wears shoes day long raved much im ordering pair,10,0
73,Monday,31,8,2015,Skechers Sport Women's Loving Life Memory Foam Fashion Sneaker,Shoes,based reviews decided order 9 fit perfect purchased sneaker stores white size 812 true closed shoe size 10 based reviews decided order 9 fit perfect measured feet ladies go measurements,10,0
74,Monday,31,8,2015,Crocs Women's Capri Leopard Print Flip-Flop,Shoes,three stars comfortable look,6,0
75,Monday,31,8,2015,Rocket Dog Women's Wavey Hampton Cotton Santa Barbra Webbing Slip-On Shoe,Shoes,nice splash color nice shoe gives outfit pop color shoe wear periods time problem feet,6,0
76,Monday,31,8,2015,Lucky Brand Women's Lk-Emmie Ballet Flat,Shoes,giving blister extremely comfortable would go 12 size complaint shoes rub back heel giving blister extremely comfortable would go 12 size normally wear,8,0
77,Monday,31,8,2015,New Balance Men's MX608V4 Training Shoe,Shoes,love shoes love shoes comfortable shoe found trouble keep replace every months soles separate shoes maybe new balance could find kind glue brands use forth final pair unless quality control improves,6,0
78,Monday,31,8,2015,ECCO Men's Chander Retro Sneaker,Shoes,comfortable husband shoes another colorbr every day walk 30min work workbr comfortable shoes,10,1
79,Monday,31,8,2015,Nike Womens Air Rift Mesh Trainers,Shoes,five stars described,10,0
80,Monday,31,8,2015,FabuxryÂ® Casual Canvas Zipper Single Adjustable Strap Shoulder Bags Messenger Crossbody Handbags,Shoes,nice especially price actually impressed little bag purchased mine coffee color shipping fastbr br every compartment zips nice keeping things main compartment son padding witch gives bag done structure helps protect ipad holds quite bit huge bag ipad mini fits nicely case room spare side pockets great iphone 5 fitted case iphone 6 would big many othe pockets would work nicelybr strap soft comfortable zippers smooth functional complaint lining little cheap bunch get waybr br usually carry fossil vera bradley bags got something different small,8,3
81,Monday,31,8,2015,Twisted Women's DRIZZY Tall Cute Rubber Rain Boots,Shoes,nice boots purchased short term protection floods nice boots purchased short term protection floods little hot southern weather perfect wear get cars buildings heavy rains,8,11
82,Monday,31,8,2015,LogoLenses Wedding Classic Sunglasses,Shoes,cute great product super cute wish around got married worried would hard see going lettering designs way fine could see without problem cant wait give brother soon wife wedding able purchase discount exchange honest review,10,2
83,Monday,31,8,2015,Bundle Monster Womens Vintage Satin Cocktail Party Handbag w/Shoulder Chain-BLACK,Shoes,purse pretty clasp hard open purse pretty clasp hard open disappointed purse,6,0
84,Monday,31,8,2015,Dr. Martens Mens Original 8053 Oxford,Shoes,five stars comfortable fits like got great deal thanks amazon,10,0
85,Monday,31,8,2015,DC Women's Haven SP Skate Shoe,Shoes,comfortable size way small purchase read review small size ordered size 7 even though usually wear 75 8 however size 6 arrived home funny thing fits wearing shoes consequently tt way smaller expectedbr br besides size thing comfortable easy wear take considering buying one thing need notice rare part shoes lower common shoesbr br satisfied purchase gave 4 stars small size,8,0
86,Monday,31,8,2015,ASICS Women's GEL-Kayano 21 Running Shoe,Shoes,great sneakers second pairs model gelkayano 21 fit expected always run 12 size small always order second pair model changes case next one happens every years great support narrow flat overprinting feet clock least 15 milesweek walking even used light hiking recently although bit rough still second pair box,10,1
87,Monday,31,8,2015,Hoka One One Conquest Ladies Running Shoes,Shoes,love cushion nurse concrete day love cushion,8,1
88,Monday,31,8,2015,Dunham Men's Blair Slip-On,Shoes,universal traveling shoe far good far good bought 34one pair everything34 traveling shoe first month ownership first weeklong trip im really satisfied shoes hold shine well look good casual outfits pass dress shoes sizing seems run true dont special arch support issues cant make judgement attribute shoes super light weight yet seem sturdy real test see long last hopefully pair much better keens replaced,10,0
89,Monday,31,8,2015,Skechers Women's Reggae Sun Fest Sandal,Shoes,bit larger usual great comfort bought least half dozen pairs years love mold feet give great support wear year round pair however seemed bit larger toes sneaking top edge size always get never problem makes think need try shoes rather ordering online even ones bought many times,8,0
90,Monday,31,8,2015,KEEN Women's Rose Slide Sandal,Shoes,two stars attractive style although little wide,4,0
91,Monday,31,8,2015,TOMS Women's Classics Flat,Shoes,wrong sizing sized right,2,0
92,Monday,31,8,2015,Mohem Men's Poseidon Fashion Sneakers Casual Walking Shoes Water Shoes,Shoes,durable bought wear work worked greenhouse wet feet issue perfect made wet traction protected whole foot arrived one eyelet guard things broken annoying something cared complain however less month wearing began rip apart seams sort disappointing hoping would last bit longer maybe expecting much hope 35 pair shoes would last month,4,10
93,Monday,31,8,2015,West Blvd Womens Cairo Military Lace Up Combat Boots,Shoes,ok veri nice bootsbr go nothing specialbr material better,6,0
94,Monday,31,8,2015,Men's Sebago Douglas,Shoes,four stars expected excellent,8,0
95,Monday,31,8,2015,MJ Eyewear New Vintage Classic Sunglasses Half Frame Semi-Rimless Retro Classic Glasses,Shoes,five stars love wanted,10,10
96,Monday,31,8,2015,G By Guess Women Varika Mary Jane Platform Pumps US,Shoes,four stars great,8,0
97,Monday,31,8,2015,ASICS Men's GEL-Venture 4,Shoes,two stars strap along big toes causes pain toes,4,0
98,Monday,31,8,2015,Crocs Women's Shayna Realtree Xtra Mary Jane,Shoes,two stars toe uncomfortable,4,0
99,Monday,31,8,2015,Birki's Super Birki Unisex Clog,Shoes,five stars love love love love,10,0
